group_key,s0,da,db,dk,dall
DBXFMOWZRXXBRN,0.002905233105936976,0.0027237076273677503,0.0019807088427784185,0.0026058314103165996,0.002846565136744495
DCOPUUMXTXDBNB,0.016332054109534436,0.015494478938293876,0.005667023643167048,0.011265663140845527,0.016007047805184933
DIRFUJHNVNOBMY,0.08582120320070938,0.08560166965177242,0.08523498157247683,0.08283928859709355,0.08567111158237102
DKNWSYNQZKUICI,0.007761083956779122,0.006845289529193787,0.004430044754732894,0.006343233333939244,0.007451894157846303
DKYWVDODHFEZIM,0.03718627266884332,0.023732095416099035,0.03645167481248788,0.034978796835591186,0.03718377170120962
DLAPIMGBBDILHJ,0.007584549804333252,0.00434763455882993,0.00018209702791610778,0.0007282635135525215,0.006938243542409611
DMBHHRLKUKUOEG,0.020626586628576457,9.595344945800832e-05,0.014938382564967226,0.008014633609396929,0.02006051196470969
DMJNNHOOLUXYBV,0.011946668744273251,4.4981281222294944e-05,0.00956602387347265,0.0010549183968542753,0.011946657038051178
DNDNWOWHUWNBCK,0.002236593284780339,0.0007944577713810332,2.59706111513016e-05,0.0003633659548916805,0.0021166408400181283
DOIRQSBPFJWKBE,0.08889336691376878,0.08495128578515213,0.06803470393233504,0.07730227421975486,0.08887305449665588
DOLQYFPDPKPQSS,0.00595205544434665,0.0015347418136966015,0.004480742688741083,0.004508231820005271,0.005554958350453202
DPJCXCZTLWNFOH,0.004618226207287709,0.003202540054328691,0.00325839299233686,0.003633293015216304,0.004581229821381701
DQFPEYARZIQXRM,0.0002555846614947396,0.00018332781219687302,1.787598240928458e-05,0.00012603513339622222,0.000253928082848285
DSKJPMWIHSOYEA,0.007944028485625842,0.0008834854717728576,0.0011048099514469395,0.00038278543923835756,0.002656769477286762
DSRNRYQBBJQVCW,0.003357091998185159,0.0002998210046372615,0.0024423242466784702,0.0011608601601005033,0.002983129835502918
DTAPQAJKAFRNJB,0.0711936283102542,0.0678715039559714,0.06727153519979906,0.07092985075375226,0.07098081807664695
DTDSAWVUFPGDMX,0.0030821384783506064,0.0008049002606257158,0.002814953479836576,0.00032984593926633447,0.002852183508096547
DTHPMNDYKOSVFR,0.011939447647165646,0.009084243617101632,0.009470401651682312,0.011765983697253155,0.011799949239610004
DTRCGMNODLDAAK,0.050962296256999495,0.0011777084427371728,0.011317910727002285,9.618771506931384e-05,0.04245026376915771
