group_key,dist_1_minus_maxsim,leverage,mahalanobis,disagreement,sensitivity,domain_flag,pred_log_rmse,p_af,fold,thr_learned_q80,thr_learned_q90,thr_dist_q80,thr_dist_q90,rmse,af
YILJWHUIUCRKEU,0.3793103448275862,0.022920934018572512,4.92625183200864,0.012116868629617777,0.30134306771746083,0.0,-2.3978116479534943,0.06615657395134339,2,-2.255809907312056,-2.227921869641568,0.6942607897153352,0.7360111111111111,0.1278231721058088,0
YJFCKXVXEKHSEC,0.4931506849315068,0.0066786163469540645,2.6590875086166474,0.11983663171500325,0.39873016086483276,0.0,-2.267848965050495,0.07006402601958041,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.23363577388165385,1
YJQZYXCXBBCEAQ,0.44303797468354433,0.005988381099087764,2.517350171557307,0.21869041375478854,0.39837784936471504,0.0,-2.3146405889479116,0.06190557270924753,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.05631706231604654,0
YKBOANIGYIONAL,0.3492063492063492,0.027799551482631593,5.423152983056361,0.12147683185467018,0.1424165440788518,0.0,-2.3724399908045903,0.057126116880662714,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.09913795649744557,0
YKBZOVFACRVRJN,0.8170731707317074,0.010656252549780348,3.358852379270423,0.19134965914464533,0.45047470470806406,0.0,-2.2403753677650546,0.08824818485176973,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.09553099069074769,0
YKKQAXQGZIBJFS,0.59375,0.007155145069992662,2.751866534917273,0.06248981047143776,0.3631301294573726,0.0,-2.201546560189808,0.08452529121874458,0,-2.2220372844783394,-2.1841856940766355,0.6891891891891893,0.7361363636363637,0.0773810574474155,0
YLDDCEXDGNXCIO,0.48275862068965514,0.0042349134763600745,2.1171536262002,0.020117904277974663,0.3762862961619093,0.0,-2.182302937086066,0.06399878856218959,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.05613300480583905,0
YLJREFDVOIBQDA,0.7058823529411764,0.005414897432499628,2.394156414157724,0.09456196174128029,0.4248646909453025,0.0,-2.222546131459946,0.07788630919307397,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.2134774350462763,1
YLRFCQOZQXIBAB,0.5,0.009287474506583692,3.135405145888256,0.2956479520657665,0.33241099407877195,0.0,-2.352289655874865,0.05461005892688452,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.09691760807305844,0
YMDXZJFXQJVXBF,0.8214285714285714,0.03607813266084105,6.178617545169072,0.0798722998532807,0.4750787162896572,0.0,-2.188019191880193,0.1295961063607734,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.08591399164011249,0
YNDXUCZADRHECN,0.3085106382978723,0.009211200506015553,3.1228106970815497,0.24074056818711287,0.26073393813432494,0.0,-2.412131721227585,0.04939879821446724,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.03761737533870326,0
YNVKAENVJKEMOU,0.6666666666666667,0.008460930893699122,2.9931196352265443,0.11723337436683001,0.5070759851333978,0.0,-2.2256013299643427,0.10543752802541782,2,-2.255809907312056,-2.227921869641568,0.6942607897153352,0.7360111111111111,0.17924937881602762,0
YOSHYTLCDANDAN,0.4369747899159664,0.014165162072206248,3.8726479189802414,0.17706159077418626,0.4082020230878531,0.0,-2.2561242570086844,0.06372793882521112,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.03767397273297407,0
YOUGRGFIHBUKRS,0.6727272727272727,0.011020378222518598,3.4146005422607426,0.15598730993302878,0.3502043281227836,1.0,-2.400197890369714,0.12837750513575036,0,-2.2220372844783394,-2.1841856940766355,0.6891891891891893,0.7361363636363637,0.09567726375578652,0
YOVRGSHRZRJTLZ,0.7372881355932204,0.003007439465128833,1.784108567828509,0.22531729103538065,0.28493950271255564,0.0,-2.350760989437109,0.05051682005888291,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.08967872754199863,0
YOWNVPAUWYHLQX,0.3783783783783784,0.025139606200156712,5.15939941696556,0.2596405484095249,0.2373297807754011,0.0,-2.330051045819075,0.0871483221081656,0,-2.2220372844783394,-2.1841856940766355,0.6891891891891893,0.7361363636363637,0.12257266488886016,0
YPACMOORZSDQDQ,0.56,0.004270028355468842,2.1258897787828275,0.08706273621270097,0.39209553179139023,0.0,-2.2403669436193465,0.05793322331107782,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.09981125959702532,0
YPEWWOUWRRQBAX,0.5625,0.005329367463054136,2.3751218416325734,0.18190212294948777,0.28614056706684793,0.0,-2.3039805797164883,0.060205117863151206,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.15726895303010144,0
YQIGLEFUZMIVHU,0.6176470588235294,0.005733146260252986,2.4635532712934465,0.10346528906218988,0.4559302360987468,0.0,-2.2112026625131262,0.06791645679146602,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.13771413813462335,0
YREQHYQNNWYQCJ,0.55,0.01150748877921794,3.4904588899407627,0.27797791020674034,0.2785378836760763,0.0,-2.3959965097866758,0.056397665397319136,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.026392186192598553,0
YRRBXJLFCBCKNW,0.4418604651162791,0.005950336081128592,2.5100253631840057,0.14437047799027836,0.2907728690441887,0.0,-2.3465557932013303,0.051289344998704356,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.05275151151876923,0
YRRKLBAKDXSTNC,0.6833333333333333,0.010144500150395131,3.2761430055580942,0.32646714679775013,0.32916868045463843,0.0,-2.35501147799594,0.07193740322305163,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.06575361918903082,0
YTCIYOXHHQLDEI,0.4252873563218391,0.0039682557201314375,2.048920757581153,0.060320995819562406,0.31836966785263265,0.0,-2.2952498841939795,0.048104786730903654,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.14483853096970808,0
YTOPFCCWCSOHFV,0.5066666666666666,0.01738386618754803,4.290223877835052,0.1031074209500022,0.2584221612055969,0.0,-2.2778355768506513,0.07414297583969476,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.12410780613593751,0
YTRMTPPVNRALON,0.5238095238095238,0.005583455967448479,2.4314319354613185,0.3599099091587681,0.19100145390921358,0.0,-2.4584882073793026,0.04439657821754803,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.08001182668351406,0
YUAUPYJCVKNAEC,0.5576923076923077,0.006265108681003341,2.575481188773343,0.051417991555862574,0.4955812035248849,0.0,-2.2198733668358823,0.09707015298222751,2,-2.255809907312056,-2.227921869641568,0.6942607897153352,0.7360111111111111,0.12638909381418925,0
YVIXXPCJZAUQHJ,0.5882352941176471,0.011963308079880195,3.558115093934551,0.1954935817483881,0.27953316486789337,0.0,-2.351673476627563,0.07124972660919918,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.0889160919109573,0
