DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID8052853,Chlorotoluron,15545-48-9,JXCGFZXSOMJFOA-UHFFFAOYSA-N,"N'-(3-Chloro-4-methylphenyl)-N,N-dimethylurea",CN(C)C(=O)NC1=CC(Cl)=C(C)C=C1,"InChI=1S/C10H13ClN2O/c1-7-4-5-8(6-9(7)11)12-10(14)13(2)3/h4-6H,1-3H3,(H,12,14)",C10H13ClN2O,212.68,212.0716407,49,66,67,15
DTXSID8057643,Cyclomethycaine,139-62-8,YLRNESBGEGGQBK-UHFFFAOYSA-N,3-(2-Methylpiperidin-1-yl)propyl 4-(cyclohexyloxy)benzoate,CC1CCCCN1CCCOC(=O)C1=CC=C(OC2CCCCC2)C=C1,"InChI=1/C22H33NO3/c1-18-8-5-6-15-23(18)16-7-17-25-22(24)19-11-13-21(14-12-19)26-20-9-3-2-4-10-20/h11-14,18,20H,2-10,15-17H2,1H3",C22H33NO3,359.51,359.2460439,20,3,24,2
DTXSID8059506,"Benzeneethanamine, 3,4-dimethoxy-",120-20-7,ANOUKFYBOAKOIR-UHFFFAOYSA-N,"2-(3,4-Dimethoxyphenyl)ethan-1-amine",COC1=C(OC)C=C(CCN)C=C1,"InChI=1S/C10H15NO2/c1-12-9-4-3-8(5-6-11)7-10(9)13-2/h3-4,7H,5-6,11H2,1-2H3",C10H15NO2,181.235,181.1102787,28,-,120,5
DTXSID8059631,"1,3-Naphthalenediol",132-86-5,XOOMNEFVDUTJPP-UHFFFAOYSA-N,"Naphthalene-1,3-diol",OC1=CC(O)=C2C=CC=CC2=C1,"InChI=1S/C10H8O2/c11-8-5-7-3-1-2-4-9(7)10(12)6-8/h1-6,11-12H",C10H8O2,160.172,160.0524295,25,15,106,-
DTXSID8060165,"Acetamide, N,N-diphenyl-",519-87-9,DKLYDESVXZKCFI-UHFFFAOYSA-N,"N,N-Diphenylacetamide",CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C14H13NO/c1-12(16)15(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2-11H,1H3",C14H13NO,211.264,211.099714,15,-,54,-
DTXSID8060373,"Acetamide, N-methyl-N-phenyl-",579-10-2,LMTGCJANOQOGPI-UHFFFAOYSA-N,N-Methyl-N-phenylacetamide,CN(C(C)=O)C1=CC=CC=C1,"InChI=1S/C9H11NO/c1-8(11)10(2)9-6-4-3-5-7-9/h3-7H,1-2H3",C9H11NO,149.193,149.084064,29,2,61,-
DTXSID8062280,Benzenecarbothioamide,2227-79-4,QIOZLISABUUKJY-UHFFFAOYSA-N,Benzenecarbothioamide,NC(=S)C1=CC=CC=C1,"InChI=1S/C7H7NS/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",C7H7NS,137.2,137.0299204,23,70,98,-
DTXSID8074788,"6H-Dibenzo[b,d]pyran-9-carboxylic acid,6a,7,8,10a-tetrahydro-1-hydroxy-6,6-dimethyl-3-pentyl-",64280-14-4,YOVRGSHRZRJTLZ-UHFFFAOYSA-N,"1-Hydroxy-6,6-dimethyl-3-pentyl-6a,7,8,10a-tetrahydro-6H-dibenzo[b,d]pyran-9-carboxylic acid",CCCCCC1=CC(O)=C2C3C=C(CCC3C(C)(C)OC2=C1)C(O)=O,"InChI=1/C21H28O4/c1-4-5-6-7-13-10-17(22)19-15-12-14(20(23)24)8-9-16(15)21(2,3)25-18(19)11-13/h10-12,15-16,22H,4-9H2,1-3H3,(H,23,24)",C21H28O4,344.451,344.1987594,15,264,25,-
DTXSID8075330,Serotonin,50-67-9,QZAYGJVTTNCVMB-UHFFFAOYSA-N,3-(2-Aminoethyl)-1H-indol-5-ol,NCCC1=CNC2=CC=C(O)C=C12,"InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2",C10H12N2O,176.219,176.094963,32,78958,147,4
DTXSID80866540,Norfluoxetine,83891-03-6,WIQRCHMSJFFONW-UHFFFAOYSA-N,3-Phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine,NCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,"InChI=1/C16H16F3NO/c17-16(18,19)13-6-8-14(9-7-13)21-15(10-11-20)12-4-2-1-3-5-12/h1-9,15H,10-11,20H2",C16H16F3NO,295.305,295.1183986,21,233,-,6
DTXSID80872323,Nystatin A1,34786-70-4,VQOXZBDYSJBXMA-NQTDYLQESA-N,"(1S,3R,4R,7R,9R,11R,15S,16R,17R,18S,25Z,33R,35S,36R,37S)-33-[(3-Amino-3,6-dideoxy-beta-D-mannopyranosyl)oxy]-1,3,4,7,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,25,27,29,31-hexaene-36-carboxylic acid",C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,"InChI=1/C47H75NO17/c1-27-17-15-13-11-9-7-5-6-8-10-12-14-16-18-34(64-46-44(58)41(48)43(57)30(4)63-46)24-38-40(45(59)60)37(54)26-47(61,65-38)25-36(53)35(52)20-19-31(49)21-32(50)22-33(51)23-39(55)62-29(3)28(2)42(27)56/h5-6,8,10-18,27-38,40-44,46,49-54,56-58,61H,7,9,19-26,48H2,1-4H3,(H,59,60)/b6-5+,10-8+,13-11+,14-12+,17-15+,18-16+/t27-,28-,29-,30+,31+,32+,33+,34-,35+,36+,37-,38-,40+,41-,42+,43+,44-,46-,47+/s2",C47H75NO17,926.107,925.5035,6,3185,2,-
DTXSID80873976,Adenine 9-beta-D-arabinofuranoside,5536-17-4,OIRDTQYFTABQOQ-UHTZMRCNSA-N,9-beta-D-Arabinofuranosyl-9H-purin-6-amine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7+,10-/m1/s1",C10H13N5O4,267.245,267.0967539,15,-,-,7
DTXSID80877833,Artemisin,481-05-0,LUHMMHZLDLBAKX-DBIGVJDZSA-N,"(3S,3aR,4S,5aS,9bS)-4-Hydroxy-3,5a,9-trimethyl-3a,5,5a,9b-tetrahydronaphtho[1,2-b]furan-2,8(3H,4H)-dione",C[C@H]1[C@H]2[C@H](OC1=O)C1=C(C)C(=O)C=C[C@]1(C)C[C@@H]2O,"InChI=1S/C15H18O4/c1-7-9(16)4-5-15(3)6-10(17)11-8(2)14(18)19-13(11)12(7)15/h4-5,8,10-11,13,17H,6H2,1-3H3/t8-,10-,11+,13-,15+/m0/s1",C15H18O4,262.305,262.1205091,6,-,-,-
DTXSID80878527,Oxymesterone,145-12-0,RXXBBHGCAXVBES-XMUHMHRVSA-N,"(17beta)-4,17-Dihydroxy-17-methylandrost-4-en-3-one",C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(O)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"InChI=1S/C20H30O3/c1-18-9-8-16(21)17(22)15(18)5-4-12-13(18)6-10-19(2)14(12)7-11-20(19,3)23/h12-14,22-23H,4-11H2,1-3H3/t12-,13+,14+,18-,19+,20+/m1/s1",C20H30O3,318.457,318.2194948,7,-,-,8
DTXSID80881091,Vildagliptin,274901-16-5,SYOKIDBDQMKNDQ-XWTIBIIYSA-N,(2S)-1-[N-(3-Hydroxyadamantan-1-yl)glycyl]pyrrolidine-2-carbonitrile,[H][C@]1(CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2)C#N,"InChI=1/C17H25N3O2/c18-9-14-2-1-3-20(14)15(21)10-19-16-5-12-4-13(6-16)8-17(22,7-12)11-16/h12-14,19,22H,1-8,10-11H2/t12?,13?,14-,16?,17?/s2",C17H25N3O2,303.406,303.1946771,13,-,-,5
DTXSID80883373,Citrulline,372-75-8,RHGKLRLOHDJJDR-BYPYZUCNSA-N,N~5~-Carbamoyl-L-ornithine,N[C@@H](CCCNC(N)=O)C(O)=O,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1",C6H13N3O3,175.188,175.0956913,13,-,-,14
DTXSID80893674,"4-Iodo-2,5-dimethoxy-beta-phenethylamine",69587-11-7,PQHQBRJAAZQXHL-UHFFFAOYSA-N,"2-(4-Iodo-2,5-dimethoxyphenyl)ethan-1-amine",COC1=CC(I)=C(OC)C=C1CCN,"InChI=1S/C10H14INO2/c1-13-9-6-8(11)10(14-2)5-7(9)3-4-12/h5-6H,3-4,12H2,1-2H3",C10H14INO2,307.131,307.00692,4,-,-,2
DTXSID80893699,"1-(4-Chloro-2,5-dimethoxyphenyl)-2-aminoethane",88441-14-9,CGKQFIWIPSIVAS-UHFFFAOYSA-N,"2-(4-Chloro-2,5-dimethoxyphenyl)ethan-1-amine",COC1=CC(Cl)=C(OC)C=C1CCN,"InChI=1S/C10H14ClNO2/c1-13-9-6-8(11)10(14-2)5-7(9)3-4-12/h5-6H,3-4,12H2,1-2H3",C10H14ClNO2,215.68,215.0713064,2,-,-,-
DTXSID80902477,"4,17beta-Dihydroxy-4-androstene-3-one",2141-17-5,BQOIJSIMMIDHMO-FBPKJDBXSA-N,"(17beta)-4,17-Dihydroxyandrost-4-en-3-one",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,"InChI=1S/C19H28O3/c1-18-10-8-15(20)17(22)14(18)4-3-11-12-5-6-16(21)19(12,2)9-7-13(11)18/h11-13,16,21-22H,3-10H2,1-2H3/t11-,12-,13-,16-,18+,19-/m0/s1",C19H28O3,304.43,304.2038448,2,-,-,-
DTXSID90150922,Sulfadicramide,115-68-4,XRVJPLDTMUSSDE-UHFFFAOYSA-N,N-(4-Aminobenzene-1-sulfonyl)-3-methylbut-2-enamide,CC(C)=CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C11H14N2O3S/c1-8(2)7-11(14)13-17(15,16)10-5-3-9(12)4-6-10/h3-7H,12H2,1-2H3,(H,13,14)",C11H14N2O3S,254.3,254.0725135,15,-,28,2
DTXSID90160647,Azidamfenicol [INN:BAN:DCF],13838-08-9,SGRUZFCHLOFYHZ-MWLCHTKSSA-N,"2-Azido-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",OC[C@@H](NC(=O)CN=[N+]=[N-])[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C11H13N5O5/c12-15-13-5-10(18)14-9(6-17)11(19)7-1-3-8(4-2-7)16(20)21/h1-4,9,11,17,19H,5-6H2,(H,14,18)/t9-,11-/m1/s1",C11H13N5O5,295.255,295.0916685,15,3,18,2
DTXSID90179956,Piperylone,2531-04-6,LBFGQUCAQWAFNN-UHFFFAOYSA-N,"4-Ethyl-2-(1-methylpiperidin-4-yl)-5-phenyl-1,2-dihydro-3H-pyrazol-3-one",CCC1=C(NN(C2CCN(C)CC2)C1=O)C1=CC=CC=C1,"InChI=1S/C17H23N3O/c1-3-15-16(13-7-5-4-6-8-13)18-20(17(15)21)14-9-11-19(2)12-10-14/h4-8,14,18H,3,9-12H2,1-2H3",C17H23N3O,285.391,285.1841124,9,-,23,2
DTXSID90185370,5-Allyl-5-butylbarbituric acid,3146-66-5,RRWVWLGUQPLOMY-UHFFFAOYSA-N,"5-Butyl-5-(prop-2-en-1-yl)-1,3-diazinane-2,4,6-trione",CCCCC1(CC=C)C(=O)NC(=O)NC1=O,"InChI=1S/C11H16N2O3/c1-3-5-7-11(6-4-2)8(14)12-10(16)13-9(11)15/h4H,2-3,5-7H2,1H3,(H2,12,13,14,15,16)",C11H16N2O3,224.26,224.1160924,10,-,27,-
DTXSID90190388,Buzepide,3691-21-2,SLJXUJZUTPFXRJ-UHFFFAOYSA-N,"4-(Azepan-1-yl)-2,2-diphenylbutanamide",NC(=O)C(CCN1CCCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C22H28N2O/c23-21(25)22(19-11-5-3-6-12-19,20-13-7-4-8-14-20)15-18-24-16-9-1-2-10-17-24/h3-8,11-14H,1-2,9-10,15-18H2,(H2,23,25)",C22H28N2O,336.479,336.2201635,11,-,24,-
DTXSID90191279,Butanilicaine,3785-21-5,VWYQKFLLGRBICZ-UHFFFAOYSA-N,N~2~-Butyl-N-(2-chloro-6-methylphenyl)glycinamide,CCCCNCC(=O)NC1=C(C)C=CC=C1Cl,"InChI=1S/C13H19ClN2O/c1-3-4-8-15-9-12(17)16-13-10(2)6-5-7-11(13)14/h5-7,15H,3-4,8-9H2,1-2H3,(H,16,17)",C13H19ClN2O,254.76,254.1185909,17,4,25,4
DTXSID90191592,1-(4-Chlorophenyl)piperazine,38212-33-8,UNEIHNMKASENIG-UHFFFAOYSA-N,1-(4-Chlorophenyl)piperazine,ClC1=CC=C(C=C1)N1CCNCC1,"InChI=1S/C10H13ClN2/c11-9-1-3-10(4-2-9)13-7-5-12-6-8-13/h1-4,12H,5-8H2",C10H13ClN2,196.68,196.0767261,18,2,97,-
DTXSID90197913,7-Aminoclonazepam,4959-17-5,HEFRPWRJTGLSSV-UHFFFAOYSA-N,"7-Amino-5-(2-chlorophenyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",NC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,"InChI=1S/C15H12ClN3O/c16-12-4-2-1-3-10(12)15-11-7-9(17)5-6-13(11)19-14(20)8-18-15/h1-7H,8,17H2,(H,19,20)",C15H12ClN3O,285.73,285.0668897,17,20,30,-
DTXSID90199210,Valdetamide,512-48-1,LOMDVEFCNVDZMZ-UHFFFAOYSA-N,"2,2-Diethylpent-4-enamide",CCC(CC)(CC=C)C(N)=O,"InChI=1S/C9H17NO/c1-4-7-9(5-2,6-3)8(10)11/h4H,1,5-7H2,2-3H3,(H2,10,11)",C9H17NO,155.241,155.1310142,18,2,27,2
DTXSID9020081,Amobarbital,57-43-2,VIROVYVQCGLCII-UHFFFAOYSA-N,"5-Ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione",CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,"InChI=1S/C11H18N2O3/c1-4-11(6-5-7(2)3)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",C11H18N2O3,226.276,226.1317424,50,2551,63,12
DTXSID9020110,Astemizole,68844-77-9,GXDALQBWZGODGZ-UHFFFAOYSA-N,1-[(4-Fluorophenyl)methyl]-N-{1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl}-1H-benzimidazol-2-amine,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,"InChI=1S/C28H31FN4O/c1-34-25-12-8-21(9-13-25)14-17-32-18-15-24(16-19-32)30-28-31-26-4-2-3-5-27(26)33(28)20-22-6-10-23(29)11-7-22/h2-13,24H,14-20H2,1H3,(H,30,31)",C28H31FN4O,458.581,458.2481898,51,471,159,15
DTXSID9020112,Atrazine,1912-24-9,MXWJVTOOROXGIU-UHFFFAOYSA-N,"6-Chloro-N~2~-ethyl-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",CCNC1=NC(NC(C)C)=NC(Cl)=N1,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",C8H14ClN5,215.69,215.0937732,146,14356,156,194
DTXSID9020116,5-Azacytidine,320-67-2,NMUSYJAQQFHJEW-KVTDHHQDSA-N,"4-Amino-1-beta-D-ribofuranosyl-1,3,5-triazin-2(1H)-one",NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1",C8H12N4O5,244.207,244.0807695,63,5730,189,18
DTXSID9020245,Phenicarbazide,103-03-7,AVKHCKXGKPAGEI-UHFFFAOYSA-N,2-Phenylhydrazine-1-carboxamide,NC(=O)NNC1=CC=CC=C1,"InChI=1S/C7H9N3O/c8-7(11)10-9-6-4-2-1-3-5-6/h1-5,9H,(H3,8,10,11)",C7H9N3O,151.169,151.0745619,36,29,80,4
DTXSID9020249,Carbofuran,1563-66-2,DUEPRVBVGDRKAG-UHFFFAOYSA-N,"2,2-Dimethyl-2,3-dihydro-1-benzofuran-7-yl methylcarbamate",CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",C12H15NO3,221.256,221.1051933,109,626,96,183
DTXSID9020322,Chlorpropamide,94-20-2,RKWGIWYCVPQPMF-UHFFFAOYSA-N,4-Chloro-N-(propylcarbamoyl)benzene-1-sulfonamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,"InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)",C10H13ClN2O3S,276.74,276.0335412,59,1813,180,11
DTXSID9020370,Daminozide,1596-84-5,NOQGZXFMHARMLW-UHFFFAOYSA-N,"4-(2,2-Dimethylhydrazinyl)-4-oxobutanoic acid",CN(C)NC(=O)CCC(O)=O,"InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)",C6H12N2O3,160.173,160.0847923,76,61,112,46
DTXSID9020407,Diazinon,333-41-5,FHIVAFMUCKRCQO-UHFFFAOYSA-N,"O,O-Diethyl O-[6-methyl-2-(propan-2-yl)pyrimidin-4-yl] phosphorothioate",CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",C12H21N2O3PS,304.34,304.1010507,114,890,111,249
DTXSID9020580,Dulcin,150-69-6,GGLIEWRLXDLBBF-UHFFFAOYSA-N,N-(4-Ethoxyphenyl)urea,CCOC1=CC=C(NC(N)=O)C=C1,"InChI=1S/C9H12N2O2/c1-2-13-8-5-3-7(4-6-8)11-9(10)12/h3-6H,2H2,1H3,(H3,10,11,12)",C9H12N2O2,180.207,180.0898776,53,17,81,4
DTXSID9020615,Etodolac,41340-25-4,NNYBQONXHNTVIJ-UHFFFAOYSA-N,"(1,8-Diethyl-1,3,4,9-tetrahydropyrano[3,4-b]indol-1-yl)acetic acid",CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O,"InChI=1/C17H21NO3/c1-3-11-6-5-7-12-13-8-9-21-17(4-2,10-14(19)20)16(13)18-15(11)12/h5-7,18H,3-4,8-10H2,1-2H3,(H,19,20)",C17H21NO3,287.359,287.1521435,47,443,163,23
DTXSID9020740,Indomethacin,53-86-1,CGIGDMFJXJATDK-UHFFFAOYSA-N,[1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetic acid,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",C19H16ClNO4,357.79,357.0767857,88,27285,284,23
DTXSID9020798,Mannomustine,576-68-1,MQXVYODZCMMZEM-ZYUZMQFOSA-N,"1,6-Bis[(2-chloroethyl)amino]-1,6-dideoxy-D-mannitol",O[C@H](CNCCCl)[C@@H](O)[C@H](O)[C@H](O)CNCCCl,"InChI=1S/C10H22Cl2N2O4/c11-1-3-13-5-7(15)9(17)10(18)8(16)6-14-4-2-12/h7-10,13-18H,1-6H2/t7-,8-,9-,10-/m1/s1",C10H22Cl2N2O4,305.2,304.0956626,19,198,17,6
DTXSID9020821,(+/-)-Methionine,59-51-8,FFEARJCKVFRZRR-UHFFFAOYSA-N,Methionine,CSCCC(N)C(O)=O,"InChI=1/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",C5H11NO2S,149.21,149.0510498,52,24556,184,19
DTXSID9021134,1-Phenyl-2-thiourea,103-85-5,FULZLIGZKMKICU-UHFFFAOYSA-N,N-Phenylthiourea,NC(=S)NC1=CC=CC=C1,"InChI=1S/C7H8N2S/c8-7(10)9-6-4-2-1-3-5-6/h1-5H,(H3,8,9,10)",C7H8N2S,152.22,152.0408194,62,5627,116,6
DTXSID9021136,Phenylbutazone,50-33-9,VYMDGNCVAMGZFE-UHFFFAOYSA-N,"4-Butyl-1,2-diphenylpyrazolidine-3,5-dione",CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3",C19H20N2O2,308.381,308.1524779,74,6148,178,18
DTXSID9021182,Praziquantel,55268-74-1,FSVJFNAIGNNGKK-UHFFFAOYSA-N,"2-(Cyclohexanecarbonyl)-1,2,3,6,7,11b-hexahydro-4H-pyrazino[2,1-a]isoquinolin-4-one",O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,"InChI=1/C19H24N2O2/c22-18-13-20(19(23)15-7-2-1-3-8-15)12-17-16-9-5-4-6-14(16)10-11-21(17)18/h4-6,9,15,17H,1-3,7-8,10-13H2",C19H24N2O2,312.413,312.183778,63,3615,183,17
DTXSID9021184,Prednisolone,50-24-8,OIGNJSKKLXVSLS-VWUMJDOOSA-N,"(11beta)-11,17,21-Trihydroxypregna-1,4-diene-3,20-dione",C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",C21H28O5,360.45,360.193674,70,30453,146,19
DTXSID9021188,Probenecid,57-66-9,DBABZHXKTCFAPX-UHFFFAOYSA-N,4-(Dipropylsulfamoyl)benzoic acid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,"InChI=1S/C13H19NO4S/c1-3-9-14(10-4-2)19(17,18)12-7-5-11(6-8-12)13(15)16/h5-8H,3-4,9-10H2,1-2H3,(H,15,16)",C13H19NO4S,285.36,285.1034793,62,3394,167,17
DTXSID9021217,Pyrimethamine,58-14-0,WKSAUQYGYAYLPV-UHFFFAOYSA-N,"5-(4-Chlorophenyl)-6-ethylpyrimidine-2,4-diamine",CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,"InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)",C12H13ClN4,248.71,248.0828741,73,4402,209,17
DTXSID9021344,"4,4'-Thiodianiline",139-65-1,ICNFHJVPAJKPHW-UHFFFAOYSA-N,"4,4'-Sulfanediyldianiline",NC1=CC=C(SC2=CC=C(N)C=C2)C=C1,"InChI=1S/C12H12N2S/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2",C12H12N2S,216.3,216.0721196,63,7,101,12
DTXSID9021398,"2,4,5-Trimethylaniline",137-17-7,BMIPMKQAAJKBKP-UHFFFAOYSA-N,"2,4,5-Trimethylaniline",CC1=CC(C)=C(N)C=C1C,"InChI=1S/C9H13N/c1-6-4-8(3)9(10)5-7(6)2/h4-5H,10H2,1-3H3",C9H13N,135.21,135.1047994,50,1,78,12
DTXSID9021425,Urapidil,34661-75-1,ICMGLRUYEQNHPF-UHFFFAOYSA-N,"6-({3-[4-(2-Methoxyphenyl)piperazin-1-yl]propyl}amino)-1,3-dimethylpyrimidine-2,4(1H,3H)-dione",COC1=C(C=CC=C1)N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,"InChI=1S/C20H29N5O3/c1-22-18(15-19(26)23(2)20(22)27)21-9-6-10-24-11-13-25(14-12-24)16-7-4-5-8-17(16)28-3/h4-5,7-8,15,21H,6,9-14H2,1-3H3",C20H29N5O3,387.484,387.2270398,36,471,128,2
DTXSID9022441,Droloxifene,82413-20-5,ZQZFYGIXNQKOAV-OCEACIFDSA-N,3-[(1E)-1-{4-[2-(Dimethylamino)ethoxy]phenyl}-2-phenylbut-1-en-1-yl]phenol,CC\C(=C(\C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC(O)=C1)C1=CC=CC=C1,"InChI=1S/C26H29NO2/c1-4-25(20-9-6-5-7-10-20)26(22-11-8-12-23(28)19-22)21-13-15-24(16-14-21)29-18-17-27(2)3/h5-16,19,28H,4,17-18H2,1-3H3/b26-25+",C26H29NO2,387.523,387.2198292,25,112,36,27
DTXSID9022522,Diisobutyl phthalate,84-69-5,MGWAVDBGNNKXQV-UHFFFAOYSA-N,"Bis(2-methylpropyl) benzene-1,2-dicarboxylate",CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,"InChI=1S/C16H22O4/c1-11(2)9-19-15(17)13-7-5-6-8-14(13)16(18)20-10-12(3)4/h5-8,11-12H,9-10H2,1-4H3",C16H22O4,278.348,278.1518092,92,54,98,154
DTXSID9022524,Thalidomide,50-35-1,UEJJHQNACJXSKW-UHFFFAOYSA-N,"2-(2,6-Dioxopiperidin-3-yl)-1H-isoindole-1,3(2H)-dione",O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,"InChI=1/C13H10N2O4/c16-10-6-5-9(11(17)14-10)15-12(18)7-3-1-2-4-8(7)13(15)19/h1-4,9H,5-6H2,(H,14,16,17)",C13H10N2O4,258.233,258.0640568,69,7486,247,16
DTXSID9022528,Ethylparaben,120-47-8,NUVBSKCKDOMJSU-UHFFFAOYSA-N,Ethyl 4-hydroxybenzoate,CCOC(=O)C1=CC=C(O)C=C1,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",C9H10O3,166.176,166.0629942,101,55,138,30042
