parent_key,stratum,mh,compound_name,parent_smiles,formula,primary_source,primary_catalogue_id,primary_cid,vendors,catalogue_ids,n_listings,purity_stated,stock_status,scaffold_group
YVHNBORUVLWCKF,N,495.18453,S1P1-IN-Ex26,Cc1cc(C(C)Nc2ccc(F)c(-c3cc(C)c(C(=O)NC4(C(=O)O)CC4)c(C)c3)c2)ccc1Cl,C28H28ClFN2O3,MedChemexpress MCE,HY-117213,59393740.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-117213;TargetMol:T28643,2,,,O=C(NC1CC1)c1ccc(-c2cccc(NCc3ccccc3)c2)cc1
YVXLIHUPXSTEHG,N,487.17726,"5-chloro-4-N-(2-dimethylphosphorylphenyl)-2-N-(2-methoxy-4-piperazin-1-ylphenyl)pyrimidine-2,4-diamine",COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,C23H28ClN6O2P,TargetMol,T210744,68165331.0,TargetMol,TargetMol:T210744,1,,,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1
YWHWJUCYVRVOIT,N,508.18188,Anticancer agent 77,CC(C)(C)N=C1Nc2ccccc2C(c2nnnn2C2CCCCC2)N1c1ccc(Br)cc1,C25H30BrN7,MedChemexpress MCE,HY-151092,163361826.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-151092;TargetMol:T63489,2,,,N=C1Nc2ccccc2C(c2nnnn2C2CCCCC2)N1c1ccccc1
YWTJAGLMNTUIMB,N,501.25146,"(4S)-6-(2-chloro-4-methylanilino)-4-[4-cyclopropyl-5-[3-(2,2-dimethylpropyl)cyclobutyl]-1,2-oxazol-3-yl]-6-oxohexanoic acid",Cc1ccc(NC(=O)C[C@H](CCC(=O)O)c2noc(C3CC(CC(C)(C)C)C3)c2C2CC2)c(Cl)c1,C28H37ClN2O4,MedChemexpress MCE,HY-155487,71127425.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-155487;TargetMol:T86775,2,,,O=C(CCc1noc(C2CCC2)c1C1CC1)Nc1ccccc1
YWXTUULMABLIFL,N,494.34761,Tert-butyl 5-[5-[6-(phenylmethoxycarbonylamino)hexoxy]pentoxy]pentanoate,CC(C)(C)OC(=O)CCCCOCCCCCOCCCCCCNC(=O)OCc1ccccc1,C28H47NO6,TargetMol,T206333,170899330.0,TargetMol,TargetMol:T206333,1,,,c1ccccc1
YXAJPNWCYAVHMD,N,505.07575,Smyd3-IN-2,O=C1N(Cc2ccccc2)C[C@@H]2[C@@H](c3ccc(Br)cc3)[C@]3(O[C@]12O)C(=O)Nc1ccccc13,C26H21BrN2O4,MedChemexpress MCE,HY-152228,166642573.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-152228;TargetMol:T73183,2,,,O=C1C2OC3(C(=O)Nc4ccccc43)C(c3ccccc3)C2CN1Cc1ccccc1
YXBCZHAEVSTXFP,N,485.98745,"[[(2R,5R)-5-(4-amino-5-fluoro-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",Nc1nc(=O)n([C@H]2CC(O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1F,C9H15FN3O13P3,MedChemexpress MCE,HY-155869,57246891.0,MedChemexpress MCE,MedChemexpress MCE:HY-155869;MedChemexpress MCE:HY-155869A,2,,,O=c1ncccn1C1CCCO1
YXBJMDMSTRMFRE,N,487.13559,Rac1-IN-5,COc1ccc(OC)c(NS(=O)(=O)c2ccc(NC(=O)CCSc3ccc(C)cc3)cc2)c1,C24H26N2O5S2,TargetMol,T212219,2198266.0,TargetMol,TargetMol:T212219,1,,,O=C(CCSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
YXFLJALJHOYQOL,N,501.03906,Heme Oxygenase-1-IN-3,O=S(=O)(NCCNc1nc(-c2cccc(Br)c2)nc2ccccc12)c1ccc(F)cc1,C22H18BrFN4O2S,MedChemexpress MCE,HY-162857,45969657.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-162857;TargetMol:T89840,2,,,O=S(=O)(NCCNc1nc(-c2ccccc2)nc2ccccc12)c1ccccc1
YXQHJBAHHCCSAR,N,492.20168,eIF4A3-IN-15,CNc1cc(OC)c2c(c1)O[C@@]1(c3ccc(OC)cc3)[C@H](c3ccccc3)[C@@H](C(=O)OC)[C@@H](O)[C@@]21O,C28H29NO7,MedChemexpress MCE,HY-148449,71460661.0,MedChemexpress MCE,MedChemexpress MCE:HY-148449,1,,,c1ccc(C2CCC3c4ccccc4OC23c2ccccc2)cc1
YYGKTYBUZBFNLM,N,489.28468,"methyl (3S,5S,8S,9R,10S,13R,14R)-3-acetyloxy-10-(hydroxymethyl)-4,4,8,12,13,16-hexamethyl-15,17-dioxo-2,3,5,6,7,9-hexahydro-1H-cyclopenta[a]phenanthrene-14-carboxylate",COC(=O)[C@@]12C(=O)C(C)C(=O)[C@]1(C)C(C)=C[C@H]1[C@]3(CO)CC[C@H](OC(C)=O)C(C)(C)[C@H]3CC[C@@]12C,C28H40O7,TargetMol,TN9177,15297586.0,TargetMol,TargetMol:TN9177,1,,,O=C1CC(=O)C2C1C=CC1C3CCCCC3CCC12
YYKIPSPMJXEHDD,N,505.18569,"1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-4-[(4-hydroxy-3-methoxyphenyl)methyl]-, (1E,6E)-",COc1cc(/C=C/C(=O)C(Cc2ccc(O)c(OC)c2)C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,C29H28O8,MedChemexpress MCE,HY-164465,44195236.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-164465;TargetMol:T200395,2,,,O=C(C=Cc1ccccc1)C(Cc1ccccc1)C(=O)C=Cc1ccccc1
YYTXGSVGHHVHNZ,N,504.15791,"5-Thiazolecarboxamide, N-(2-chloro-4-hydroxy-6-methylphenyl)-2-((6-(4-(2-hydroxyethyl)-1-piperazinyl)-2-methyl-4-pyrimidinyl)amino)-",Cc1nc(Nc2ncc(C(=O)Nc3c(C)cc(O)cc3Cl)s2)cc(N2CCN(CCO)CC2)n1,C22H26ClN7O3S,MedChemexpress MCE,HY-111158,11854533.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-111158;TargetMol:T30540,2,,,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1
YYUVFZSRVMIIEY,N,506.27484,Siwanine A,CCN1C[C@]2(C)C=C[C@H](OC)C34C1C1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@]3(O)[C@@H]5C1OC)[C@@H](OC(C)=O)[C@@H]42,C27H39NO8,TargetMol,T125700,168011910.0,TargetMol,TargetMol:T125700,1,,,C1=CC2CNC3C4(C1)C2CC31OCOC12CCC1CC4C2C1
YYZPXBXVBQSBDG,N,508.96239,"1,5-bis[(E)-2-(3,4-dichlorophenyl)ethenyl]-2,4-dinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=C/c2ccc(Cl)c(Cl)c2)cc1/C=C/c1ccc(Cl)c(Cl)c1,C22H12Cl4N2O4,MedChemexpress MCE,HY-110154,6288112.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-110154;TargetMol:T28208,2,,,C(=Cc1cccc(C=Cc2ccccc2)c1)c1ccccc1
YYZTVTZCYVZGRB,N,488.09445,"5-(5,6-dimethoxy-1H-benzimidazol-1-yl)-3-[[4-(methylsulfonyl)phenyl]methoxy]-2-thiophenecarboxamide",COc1cc2ncn(-c3cc(OCc4ccc(S(C)(=O)=O)cc4)c(C(N)=O)s3)c2cc1OC,C22H21N3O6S2,MedChemexpress MCE,HY-111135,25190912.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-111135;TargetMol:T26957,2,,,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1
YZCZDGHHGDLMRC,N,492.2493,DBCO-PEG1-NH-Boc,CC(C)(C)OC(=O)NCCOCCNC(=O)CCC(=O)N1Cc2ccccc2C#Cc2ccccc21,C28H33N3O5,MedChemexpress MCE,HY-140289,138455139.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-140289;TargetMol:T17778,2,,,C1#Cc2ccccc2NCc2ccccc21
YZFDWMLFJPNPJS,N,490.33744,"(2R)-2-[2-[(3R,4R,5S,7S,16S)-17-amino-4,16-dihydroxy-3,7-dimethylheptadecan-5-yl]oxy-2-oxoethyl]butanedioate",CC[C@@H](C)[C@@H](O)[C@H](C[C@@H](C)CCCCCCCC[C@H](O)CN)OC(=O)C[C@@H](CC(=O)O)C(=O)O,C25H47NO8,TargetMol,T125567,168011898.0,TargetMol,TargetMol:T125567,1,,,__ACYCLIC__YZFDWMLFJPNPJS
YZJGKSLPSGPFEV,N,513.16965,Dibenzylfluorescein,O=C(OCc1ccccc1)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OCc3ccccc3)ccc12,C34H24O5,MedChemexpress MCE,HY-116862,371436.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-116862;TargetMol:T78590,2,,,O=C(OCc1ccccc1)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OCc3ccccc3)ccc12
YZLZWIBMWPZHMO,N,504.07,"(Z)-7-[(1S,2R,3R,4R)-3-[(4-iodophenyl)sulfonylamino]-2-bicyclo[2.2.1]heptanyl]hept-5-enoic acid",O=C(O)CCC/C=C\C[C@@H]1[C@H]2CC[C@H](C2)[C@H]1NS(=O)(=O)c1ccc(I)cc1,C20H26INO4S,TargetMol,T70541,171360839.0,TargetMol,TargetMol:T70541,1,,,O=S(=O)(NC1CC2CCC1C2)c1ccccc1
YZNNXXWNKQOETJ,N,499.25715,Decyl-beta-D-1-thiomaltopyranoside,CCCCCCCCCCS[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,C22H42O10S,MedChemexpress MCE,HY-W155446,10345813.0,MedChemexpress MCE,MedChemexpress MCE:HY-W155446,1,,,C1CCC(OC2CCCOC2)OC1
YZNSCRVRMWTZSC,N,509.52921,Heptadecyl heptadecanoate,CCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCC,C34H68O2,MedChemexpress MCE,HY-166047,545561.0,MedChemexpress MCE,MedChemexpress MCE:HY-166047,1,,,__ACYCLIC__YZNSCRVRMWTZSC
YZTFFEUOBFDIEA,N,495.11332,Cbr1-IN-7,COc1ccc(-c2oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)C4(O)O)cc(O)c3c(=O)c2O)cc1O,C22H22O13,MedChemexpress MCE,HY-157451,170453330.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-157451;TargetMol:T86019,2,,,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12
ZADYAZTTWZYTSD,N,503.16669,"5-[1-[(2-chlorophenyl)methyl]-2-[1-[4-(2-methylpropyl)phenyl]ethyl]benzimidazol-5-yl]-3H-1,3,4-oxadiazole-2-thione",CC(C)Cc1ccc(C(C)c2nc3cc(-c4n[nH]c(=S)o4)ccc3n2Cc2ccccc2Cl)cc1,C28H27ClN4OS,MedChemexpress MCE,HY-144237,145983649.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-144237;TargetMol:T63424,2,,,S=c1[nH]nc(-c2ccc3c(c2)nc(Cc2ccccc2)n3Cc2ccccc2)o1
ZAFYNBZYABCDCS,N,493.13405,"4""-O-Acetylastilbin",CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@H]2C(=O)c3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)O[C@H]1C,C23H24O12,TargetMol,TN6202,52920729.0,TargetMol,TargetMol:TN6202,1,,,O=C1c2ccccc2OC(c2ccccc2)C1OC1CCCCO1
ZAJXAJYMOCWUGX,N,514.16967,SOCE inhibitor 1,CCCC(C)OC(=O)c1cnn(-c2ccc(-n3cc(-c4cccc(C(=O)O)c4)nn3)cc2)c1C(F)(F)F,C25H22F3N5O4,MedChemexpress MCE,HY-112913,132212016.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-112913;TargetMol:T12947,2,,,c1ccc(-c2cn(-c3ccc(-n4cccn4)cc3)nn2)cc1
ZAOSGNPEASBQMT,N,497.23294,BRM/BRG1 ATP Inhibitor-4,C[C@@H]1CN(c2cccc(-c3csc(NC(=O)CNC(=O)c4ccn(C(C)(C)C)c4)n3)n2)C[C@H](C)O1,C25H32N6O3S,MedChemexpress MCE,HY-148374,153596654.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-148374;TargetMol:T72258,2,,,O=C(CNC(=O)c1cc[nH]c1)Nc1nc(-c2cccc(N3CCOCC3)n2)cs1
ZAUYNTYUSYJZRN,N,487.19626,"[(2R,3R,4S,5R,6R)-4,6-diacetyloxy-3,5-bis(phenylmethoxy)oxan-2-yl]methyl acetate",CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,C26H30O9,TargetMol,TSW-00656,10672577.0,TargetMol,TargetMol:TSW-00656,1,,,c1ccc(COC2COCC(OCc3ccccc3)C2)cc1
ZBAVYJYWRYFFEJ,N,513.05902,RORgammat inverse agonist 13,O=C(O)Cc1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,C23H17Cl2F3N2O4,MedChemexpress MCE,HY-131338,138583953.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-131338;TargetMol:T9623,2,,,O=C(NCc1ccccc1)Nc1ccc(-c2ccccc2)cc1
ZBCQUWFWAFMNFW,N,499.26098,2-Hydroxygentamicin B,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](N)[C@H](O)[C@@H](N)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)OC[C@]1(C)O,C19H38N4O11,MedChemexpress MCE,HY-N14702,173003091.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N14702;TargetMol:TN10510,2,,,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1
ZBEQKLACMVOCMB,N,502.11552,COX-2/sEH-IN-1,NS(=O)(=O)c1ccc(-n2nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc2-c2ccccc2)cc1,C23H18F3N5O3S,MedChemexpress MCE,HY-146704,162666184.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-146704;TargetMol:T63398,2,,,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)n(-c2ccccc2)n1
ZBIAKUMOEKILTF,N,492.2821,Lidoflazine,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,C30H35F2N3O,MedChemexpress MCE,HY-112075,3926.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-112075;TargetMol:T15755,2,,,O=C(CN1CCN(CCCC(c2ccccc2)c2ccccc2)CC1)Nc1ccccc1
ZBMFKBZJWFYVTQ,N,503.26394,"methyl 1-acetyloxy-5,5,7a,9,12,12a,13b-heptamethyl-3,10-dioxo-2,5a,6,7,13,13a-hexahydro-1H-oxepino[4,3-a]xanthene-11-carboxylate",COC(=O)C1=C(C)C2(C)CC3C(C)(CCC4C(C)(C)OC(=O)CC(OC(C)=O)C43C)OC2=C(C)C1=O,C28H38O8,TargetMol,T130062,138990027.0,TargetMol,TargetMol:T130062,1,,,O=C1C=CC2CC3C(CCC4COC(=O)CCC43)OC2=C1
ZBPUWGDUVAAWJY,N,498.13123,(2S)-2-(9H-fluoren-9-ylmethoxycarbonylamino)-3-[hydroxy(phenylmethoxy)phosphoryl]oxypropanoic acid,O=C(N[C@@H](COP(=O)(O)OCc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,C25H24NO8P,MedChemexpress MCE,HY-W017617,11005563.0,MedChemexpress MCE,MedChemexpress MCE:HY-W017617,1,,,O=C(NCCO[PH](=O)OCc1ccccc1)OCC1c2ccccc2-c2ccccc21
ZBVOXADHYACZOZ,N,496.21906,E3 Ligase Ligand-linker Conjugate 94,O=C(O)CN1CC2(CCN2C2CCN(c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4=O)CC2)C1,C25H29N5O6,MedChemexpress MCE,HY-157637,170836098.0,MedChemexpress MCE,MedChemexpress MCE:HY-157637,1,,,O=C1CCC(N2C(=O)c3ccc(N4CCC(N5CCC56CNC6)CC4)cc3C2=O)C(=O)N1
ZBXXIEYBGSMVKQ,N,494.1605,2-[3-[[4-[(3-Nitroacridin-9-yl)amino]phenyl]sulfamoyl]propyl]guanidine,NC(N)=NCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1,C23H23N7O4S,TargetMol,T207247,3519704.0,TargetMol,TargetMol:T207247;TargetMol:T32014,2,,,c1ccc(Nc2c3ccccc3nc3ccccc23)cc1
ZBYDDRQBTCEPIU,N,492.14579,PKR activator 5,Cc1nc(CNC(=O)NCc2ncnn2-c2ccc3cccnc3c2)n(-c2ccc(Cl)c(F)c2)n1,C23H19ClFN9O,MedChemexpress MCE,HY-159095,164147781.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-159095;TargetMol:T88608,2,,,O=C(NCc1ncnn1-c1ccccc1)NCc1ncnn1-c1ccc2cccnc2c1
ZCCXMOUUPUIVNZ,N,491.25653,MK-2295 free base,Cc1cc(C(=O)O)cnc1N1CCN(c2cc(-c3ccc(F)cc3)nc(N3CCC[C@H]3C)n2)[C@H](C)C1,C27H31FN6O2,MedChemexpress MCE,HY-111218,11670376.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-111218;TargetMol:T33429,2,,,c1ccc(-c2cc(N3CCN(c4ccccn4)CC3)nc(N3CCCC3)n2)cc1
ZCGGCPCQTKPOSS,N,512.13248,"4-[4-[5,5,6,6,6-pentafluoro-1-[(4-fluorophenyl)sulfonylamino]hexyl]phenyl]butanoic Acid",O=C(O)CCCc1ccc(C(CCCC(F)(F)C(F)(F)F)NS(=O)(=O)c2ccc(F)cc2)cc1,C22H23F6NO4S,MedChemexpress MCE,HY-U00072,10414013.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-U00072;TargetMol:T12771,2,,,O=S(=O)(NCc1ccccc1)c1ccccc1
ZCLAHGAZPPEVDX,N,505.17631,Panose,O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,C18H32O16,MedChemexpress MCE,HY-111951,94448.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-111951;MedChemexpress MCE:HY-111951R;MedChemexpress MCE:HY-N12323;TargetMol:T83274,4,,,C1CCC(COC2CCCCO2)OC1
ZCRFSHDFEGWLDB,N,486.00074,KRAS inhibitor-14,C=CC(=O)N1CCN(c2snc3c(F)c(-c4cc(O)cc(Cl)c4Cl)c(Cl)cc23)CC1,C20H15Cl3FN3O2S,MedChemexpress MCE,HY-146544,135148879.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-146544;TargetMol:T63235,2,,,c1ccc(-c2ccc3c(N4CCNCC4)snc3c2)cc1
ZCVXZRVTVSAZJS,N,507.51356,Elaidyl palmitate,CCCCCCCC/C=C/CCCCCCCCOC(=O)CCCCCCCCCCCCCCC,C34H66O2,MedChemexpress MCE,HY-165806,6028717.0,MedChemexpress MCE,MedChemexpress MCE:HY-165806,1,,,__ACYCLIC__ZCVXZRVTVSAZJS
ZDCXTKTVNQLRGC,N,505.23331,"N-(2-(5-methoxy-1H-indol-3-yl)ethyl)-2-((3,4,8,8-tetramethyl-2-oxo-2,8,9,10-tetrahydropyrano[2,3-f]chromen-5-yl)oxy)acetamide",COc1ccc2[nH]cc(CCNC(=O)COc3cc4c(c5oc(=O)c(C)c(C)c35)CCC(C)(C)O4)c2c1,C29H32N2O6,TargetMol,T68239,16406972.0,TargetMol,TargetMol:T68239,1,,,O=C(COc1cc2c(c3oc(=O)ccc13)CCCO2)NCCc1c[nH]c2ccccc12
ZDJHIEHUVPCEDK,N,488.01911,8-(4-chlorophenylthio)-cGMP,Nc1nc2c(nc(Sc3ccc(Cl)cc3)n2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)[nH]1,C16H15ClN5O7PS,MedChemexpress MCE,HY-137016,135445697.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-137016;MedChemexpress MCE:HY-137016A;TargetMol:T88142;TargetMol:T88702,4,,,O=c1[nH]cnc2c1nc(Sc1ccccc1)n2C1CC2O[PH](=O)OCC2O1
ZDMGZOOCIIYGOI,N,509.17792,MtTMPK-IN-8,Cc1cn(C2CCN(c3ccc(CNC(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)cc3)CC2)c(=O)[nH]c1=O,C24H24N6O7,MedChemexpress MCE,HY-146702,163409166.0,MedChemexpress MCE,MedChemexpress MCE:HY-146702,1,,,O=C(NCc1ccc(N2CCC(n3ccc(=O)[nH]c3=O)CC2)cc1)c1ccccc1
ZDSQJUKYFCIYLG,N,496.18017,5-[(8-methoxy-2-methylquinolin-4-yl)amino]-N'-[(E)-[4-(methylsulfanyl)phenyl]methylidene]-1H-indole-2-carbohydrazide,COc1cccc2c(Nc3ccc4[nH]c(C(=O)N/N=C/c5ccc(SC)cc5)cc4c3)cc(C)nc12,C28H25N5O2S,MedChemexpress MCE,HY-131364,155971225.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-131364;TargetMol:T40130,2,,,O=C(NN=Cc1ccccc1)c1cc2cc(Nc3ccnc4ccccc34)ccc2[nH]1
ZDYOCWILIJFUOR,N,486.21224,"Benzyl N-Acetyl-4,6-O-benzylidene-alpha-D-muramic Acid Methyl Ester",COC(=O)[C@@H](C)O[C@@H]1[C@H](NC(C)=O)[C@@H](OCc2ccccc2)OC2COC(c3ccccc3)O[C@H]21,C26H31NO8,MedChemexpress MCE,HY-W415836,46783641.0,MedChemexpress MCE,MedChemexpress MCE:HY-W415836,1,,,c1ccc(COC2CCC3OC(c4ccccc4)OCC3O2)cc1
ZEBCRZRAVKXXBI,N,496.16133,Trk-IN-18,CSc1ccc(F)cc1[C@H]1C[C@H](F)CN1c1ccc2ncc(C(=O)NCc3cccc(O)c3)n2n1,C25H23F2N5O2S,MedChemexpress MCE,HY-146524,146405280.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-146524;TargetMol:T63346,2,,,O=C(NCc1ccccc1)c1cnc2ccc(N3CCCC3c3ccccc3)nn12
ZECLFMPOPJHUCX,N,487.24522,TLR7 agonist 6,Nc1nc2nc3c1[nH]c(=O)n3Cc1ccc(-c3ccc(CNC4CCC4)cc3)c(c1)OCCCCO2,C27H30N6O3,MedChemexpress MCE,HY-153071,153355950.0,MedChemexpress MCE,MedChemexpress MCE:HY-153071,1,,,O=c1[nH]c2cnc3nc2n1Cc1ccc(-c2ccc(CNC4CCC4)cc2)c(c1)OCCCCO3
ZENXIXUHFOLCLO,N,507.27412,Philippin A,COc1ccc(CCC(=O)C2=C(O)C(CC=C(C)C)=C3OC(C)(C)C=CC3(CC=C(C)C)C2=O)cc1O,C31H38O6,TargetMol,TN6340,127036995.0,TargetMol,TargetMol:TN6340,1,,,O=C(CCc1ccccc1)C1=CC=C2OCC=CC2C1=O
ZEZFKUBILQRZCK,N,500.30066,Beloranib,CO[C@@H]1[C@H](OC(=O)/C=C/c2ccc(OCCN(C)C)cc2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,C29H41NO6,MedChemexpress MCE,HY-14811,6918502.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-14811;TargetMol:T19871;TargetMol:T89217,3,,,O=C(C=Cc1ccccc1)OC1CCC2(CO2)C(C2CO2)C1
ZFFFJLDTCLJDHL,N,497.31089,Pregnanediol-3 alpha-glucuronide,C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,C27H44O8,MedChemexpress MCE,HY-W040047,123796.0,MedChemexpress MCE,MedChemexpress MCE:HY-W040047;MedChemexpress MCE:HY-W040047S,2,,,C1CCC(OC2CCC3C(CCC4C5CCCC5CCC34)C2)OC1
ZFFNQHQEQWDWBM,N,493.09474,20S Proteasome activator 1,O=C(CCN1c2ccccc2Sc2ccc(Cl)cc21)N(c1ccc(F)cc1)c1ccc(F)cc1,C27H19ClF2N2OS,MedChemexpress MCE,HY-150602,164886633.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-150602;TargetMol:T63321,2,,,O=C(CCN1c2ccccc2Sc2ccccc21)N(c1ccccc1)c1ccccc1
ZFFRELDEPVAHMK,N,510.2612,IRE1|A kinase-IN-4,NC1CCC(Nc2nccc(-c3cccnc3Oc3ccc(NC(=O)NC4CC4)c4ccccc34)n2)CC1,C29H31N7O2,MedChemexpress MCE,HY-145419,155925853.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-145419;TargetMol:T63511,2,,,O=C(Nc1ccc(Oc2ncccc2-c2ccnc(NC3CCCCC3)n2)c2ccccc12)NC1CC1
ZFHDDQUVNSDLLJ,N,498.98683,AC-43913,COP(=S)(OC)Oc1ccc(S(=O)(=O)c2ccc(OP(=S)(OC)OC)cc2)cc1,C16H20O8P2S3,TargetMol,T26533,70897.0,TargetMol,TargetMol:T26533,1,,,O=S(=O)(c1ccccc1)c1ccccc1
ZFNOOEXYTZPIQS,N,495.13877,Phenylalanyl adenylate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@@H](N)Cc2ccccc2)[C@@H](O)[C@H]1O,C19H23N6O8P,TargetMol,T34018,193730.0,TargetMol,TargetMol:T34018,1,,,O=C(CCc1ccccc1)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1
ZFOHJRUZNFUJGJ,N,513.0071,"[hydroxy-[[(2R,3R,4R,5S)-3-hydroxy-4-methoxy-5-(1-methyl-2,4-dioxopyrimidin-5-yl)oxolan-2-yl]methoxy]phosphoryl] phosphono hydrogen phosphate",CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1c1cn(C)c(=O)[nH]c1=O,C11H19N2O15P3,TargetMol,TSW-01096,163302530.0,TargetMol,TargetMol:TSW-01096,1,,,O=c1[nH]cc(C2CCCO2)c(=O)[nH]1
ZFTFOHBYVDOAMH,N,505.17631,"Levan from Erwinia herbicola, 98%",OC[C@H]1O[C@@](CO)(OC[C@H]2O[C@@](CO)(OC[C@H]3O[C@](O)(CO)[C@@H](O)[C@@H]3O)[C@H](O)C2O)[C@@H](O)[C@@H]1O,C18H32O16,MedChemexpress MCE,HY-W718227,172419348.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W718227;TargetMol:TSW-00045,2,,,C1COC(COC2CCC(COC3CCCO3)O2)C1
