parent_key,stratum,mh,compound_name,parent_smiles,formula,primary_source,primary_catalogue_id,primary_cid,vendors,catalogue_ids,n_listings,purity_stated,stock_status,scaffold_group
YJFLQKMHIPQYFS,N,506.24296,Anticancer agent 112,CCc1ncc(CN(C)C(=O)c2cc(-c3ccc(NCCNC)c(C)n3)nc3ccc(Cl)cc23)n1C,C27H32ClN7O,MedChemexpress MCE,HY-154799,168355649.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-154799;TargetMol:T83092,2,,,O=C(NCc1cnc[nH]1)c1cc(-c2ccccn2)nc2ccccc12
YJGYJPZYSQTACG,N,500.12043,"6-bromo-N-[4-[[2-[(3R,5S)-3,5-dimethylpiperazin-1-yl]-5-fluoropyrimidin-4-yl]amino]phenyl]pyridine-2-carboxamide",C[C@@H]1CN(c2ncc(F)c(Nc3ccc(NC(=O)c4cccc(Br)n4)cc3)n2)C[C@H](C)N1,C22H23BrFN7O,TargetMol,T202976,168296180.0,TargetMol,TargetMol:T202976,1,,,O=C(Nc1ccc(Nc2ccnc(N3CCNCC3)n2)cc1)c1ccccn1
YJKZVKCTHXSDDV,N,512.2351,MC-Aaa-nhch2och2cooh,C[C@H](NC(=O)CCCCCN1C(=O)C=CC1=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NCOCC(=O)O,C22H33N5O9,MedChemexpress MCE,HY-132159,156165996.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-132159;TargetMol:T40048,2,,,O=C1C=CC(=O)N1
YJPWVCIGSHWNON,N,494.17604,Ngb 2904,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,C28H29Cl2N3O,MedChemexpress MCE,HY-12697,9891901.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-12697;MedChemexpress MCE:HY-12697A;MedChemexpress MCE:HY-12697AS;TargetMol:T23065;TargetMol:T28167,5,,,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc2c(c1)Cc1ccccc1-2
YKZVFJYBIIABAI,N,494.30133,CI-1015,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@H]1CCCC[C@@H]1O,C29H39N3O4,TargetMol,T27014,9827037.0,TargetMol,TargetMol:T27014,1,,,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)NC1CCCCC1)OC1C2CC3CC(C2)CC1C3
YLEIFZAVNWDOBM,N,489.35745,Cimiacerin B,C[C@H]1[C@H]2[C@H](C[C@@]3(C)C4CCC5C(C)(C)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]23C)O[C@@]2(O)[C@@H]1OC(C)(C)[C@H]2O,C30H48O5,TargetMol,T125365,154814129.0,TargetMol,TargetMol:T125365,1,,,C1CCC23CC24CCC2C5CC6OCCC6OC5CC2C4CCC3C1
YLGZIVFTZIXXIM,N,486.3214,"3-[(3R,8R,9S)-10-(cyclohexyliminomethyl)-3,5,14-trihydroxy-13-methyl-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",CC12CC[C@H]3[C@@H](CCC4(O)C[C@H](O)CCC34C=NC3CCCCC3)C1(O)CCC2C1=CC(=O)OC1,C29H43NO5,TargetMol,T131314,46397459.0,TargetMol,TargetMol:T131314,1,,,O=C1C=C(C2CCC3C2CCC2C3CCC3CCCCC32C=NC2CCCCC2)CO1
YLIVZGMIFNMQOW,N,487.3418,"(1R,2R,4aR,4bS,6aS,10aS)-2-(1-carboxyethenyl)-1-(3-hydroxypropyl)-1,4a,4b,9,9-pentamethyl-3,4,5,6,7,8,10,10a,12,12a-decahydro-2H-chrysene-6a-carboxylic acid",C=C(C(=O)O)[C@@H]1CC[C@]2(C)C(CC=C3[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]32C)[C@@]1(C)CCCO,C30H46O5,TargetMol,TN12413,171159642.0,TargetMol,TargetMol:TN12413,1,,,C1=C2C3CCCCC3CCC2C2CCCCC2C1
YLSUNPCLEGBRJY,N,499.18321,"5-[benzyl(methyl)sulfamoyl]-2-[cyclopropylmethyl(methyl)amino]-N-(5-ethyl-1,3-thiazol-2-yl)benzamide",CCc1cnc(NC(=O)c2cc(S(=O)(=O)N(C)Cc3ccccc3)ccc2N(C)CC2CC2)s1,C25H30N4O3S2,TargetMol,T212320,162747402.0,TargetMol,TargetMol:T212320,1,,,O=C(Nc1nccs1)c1cc(S(=O)(=O)NCc2ccccc2)ccc1NCC1CC1
YLZCSZJXSITBSE,N,496.18425,Elovl6-IN-1,Cc1[nH]n(-c2ccccc2)c(=O)c1C1(C(F)(F)F)C(=O)N(c2ccccc2)C2=C1C(=O)C(C)(C)CC2,C27H24F3N3O3,MedChemexpress MCE,HY-138768,91173937.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-138768;TargetMol:T9214,2,,,O=C1CCCC2=C1C(c1c[nH]n(-c3ccccc3)c1=O)C(=O)N2c1ccccc1
YMOKYFTVZVHRSA,N,505.22929,Thalidomide-NH-PEG2-C2-NH-Boc,CC(C)(C)OC(=O)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C24H32N4O8,MedChemexpress MCE,HY-130853,132045665.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-130853;TargetMol:T39524,2,,,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
YMOXEIOKAJSRQX,N,503.97803,"[[(2R,3S,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-4,4-difluoro-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)C2(F)F)c(=O)n1,C9H14F2N3O13P3,MedChemexpress MCE,HY-17026A,92131901.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-17026A;MedChemexpress MCE:HY-17026E;TargetMol:T75252;TargetMol:T75252L,4,,,O=c1ncccn1C1CCCO1
YMQALIUBVKNYIJ,N,501.33817,Amino-PEG10-Amine,NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,C22H48N2O10,MedChemexpress MCE,HY-W040270,77078168.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W040270;TargetMol:T14223,2,,,__ACYCLIC__YMQALIUBVKNYIJ
YMQLLGTTWOCIJB,N,507.13715,Heb5WT4qzt,CC(C)(O)C(=O)N1CC(F)(F)[C@H](NS(C)(=O)=O)[C@@H]1Cc1cccc(-c2cc(F)cc(F)c2)c1F,C22H23F5N2O4S,MedChemexpress MCE,HY-162712,154617485.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-162712;TargetMol:T89158,2,,,c1ccc(-c2cccc(CC3CCCN3)c2)cc1
YMSCCGUMGIFOSI,N,492.25064,"(S)-7-(1,4-Dimethyl-1H-1,2,3-triazol-5-yl)-1-methyl-9-(phenyl(tetrahydro-2H-pyran-4-yl)methyl)-1,9-dihydropyrido[2',3':4,5]pyrrolo[3,2-f]indazole",Cc1nnn(C)c1-c1cnc2c3cc4cnn(C)c4cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1,C29H29N7O,MedChemexpress MCE,HY-134463,137448679.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-134463;TargetMol:T36573,2,,,c1ccc(C(C2CCOCC2)n2c3cc4[nH]ncc4cc3c3ncc(-c4cnn[nH]4)cc32)cc1
YMXJRYITKUOBEJ,N,497.29564,"3,6,9,12,15,18,21,24,27,30-Decaoxatritriacont-32-yn-1-ol",C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,C23H44O11,MedChemexpress MCE,HY-138460,156597060.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-138460;TargetMol:T39939,2,,,__ACYCLIC__YMXJRYITKUOBEJ
YNALEBZPGHPNGU,N,501.19212,"N-(2-(1H-indol-3-yl)ethyl)-2-((8-oxo-8H-benzo[c]indolo[3,2,1-ij][1,5]naphthyridin-12-yl)oxy)propanamide",CC(Oc1ccc2c(c1)c1ccnc3c4ccccc4c(=O)n2c13)C(=O)NCCc1c[nH]c2ccccc12,C31H24N4O3,MedChemexpress MCE,HY-126904,16407417.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-126904;TargetMol:T29220,2,,,O=C(COc1ccc2c(c1)c1ccnc3c4ccccc4c(=O)n2c13)NCCc1c[nH]c2ccccc12
YNBBKDMAVRSYRE,N,487.09139,Ly-3499446,C=CC(=O)N1CCN(c2ncnc3c(F)c(-c4ccc(F)c5sc(N)nc45)c(Cl)cc23)CC1,C22H17ClF2N6OS,MedChemexpress MCE,HY-164493,146472812.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-164493;TargetMol:T200083,2,,,c1cc(-c2ccc3c(N4CCNCC4)ncnc3c2)c2ncsc2c1
YNDYDETWRDHMLW,N,488.26562,"7-[3-(4-Benzhydryloxypiperidin-1-yl)propyl]-1,3-dimethylpurine-2,6-dione",Cn1c(=O)c2c(ncn2CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)n(C)c1=O,C28H33N5O3,MedChemexpress MCE,HY-101830,6918138.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-101830;TargetMol:T13352,2,,,O=c1[nH]c(=O)c2c(ncn2CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)[nH]1
YNFRPNGKSVHAAO,N,511.21805,"1-[4-[2-[[2-(4-Chlorophenyl)phenyl]methylsulfinyl]ethyl]-1,4-diazepan-1-yl]-3-phenylpropan-2-ol",O=S(CCN1CCCN(CC(O)Cc2ccccc2)CC1)Cc1ccccc1-c1ccc(Cl)cc1,C29H35ClN2O2S,MedChemexpress MCE,HY-163156,170453227.0,MedChemexpress MCE,MedChemexpress MCE:HY-163156,1,,,O=S(CCN1CCCN(CCCc2ccccc2)CC1)Cc1ccccc1-c1ccccc1
YNIGIJNKAURBRK,N,503.26284,"N-[(3S)-3-amino-4-fluorobutyl]-N-[(1R)-1-[1-benzyl-4-(2,5-difluorophenyl)imidazol-2-yl]-2,2-dimethylpropyl]-2-hydroxyacetamide",CC(C)(C)[C@H](c1nc(-c2cc(F)ccc2F)cn1Cc1ccccc1)N(CC[C@H](N)CF)C(=O)CO,C27H33F3N4O2,TargetMol,T212559,42641862.0,TargetMol,TargetMol:T212559,1,,,c1ccc(Cn2cnc(-c3ccccc3)c2)cc1
YNWSIAIOTZOOBK,N,496.14562,BRD4 Inhibitor-18,COc1ccc2c(c1)C(c1ccc(Cl)cc1)=NC(CC(=O)NC1CCCC1)c1sc(=O)n(C)c1-2,C26H26ClN3O3S,MedChemexpress MCE,HY-146660,156016820.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-146660;TargetMol:T63352,2,,,O=C(CC1N=C(c2ccccc2)c2ccccc2-c2[nH]c(=O)sc21)NC1CCCC1
YONXLYNCFAVERU,N,512.32313,N-[1-[[2-[[1-(dimethylamino)-3-phenylpropan-2-yl]-ethylamino]-2-oxoethyl]amino]-1-oxopropan-2-yl]-3-(4-hydroxyphenyl)-2-(methylamino)propanamide,CCN(C(=O)CNC(=O)C(C)NC(=O)C(Cc1ccc(O)cc1)NC)C(Cc1ccccc1)CN(C)C,C28H41N5O4,TargetMol,T27878,13488447.0,TargetMol,TargetMol:T27878,1,,,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCCc1ccccc1
YOWNVPAUWYHLQX,N,506.00921,Fluazuron,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,C20H10Cl2F5N3O3,TargetMol,T27339,65651.0,TargetMol,TargetMol:T27339,1,,,O=C(NC(=O)c1ccccc1)Nc1cccc(Oc2ccccn2)c1
YPCSMEGZIYWAAZ,N,490.97704,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-Hexadecafluorodecanedioic acid",O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,C10H2F16O4,TargetMol,T21167,2733269.0,TargetMol,TargetMol:T21167,1,,,__ACYCLIC__YPCSMEGZIYWAAZ
YPPFEJHOHNPKLT,N,511.27222,6''-O-Carbamoyltobramycin,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](COC(N)=O)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,C19H38N6O10,TargetMol,TN11309,197189.0,TargetMol,TargetMol:TN11309,1,,,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1
YPUKEVIVDLXYHG,N,490.20716,Menoxymycin B,COC(=O)C[C@H]1O[C@H](C)C2=C(C(=O)c3ccc([C@H]4C[C@@H](N(C)C)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)[C@H]1O,C25H31NO9,MedChemexpress MCE,HY-N14371,10028486.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N14371;TargetMol:TN10018,2,,,O=C1C2=C(COCC2)C(=O)c2cc(C3CCCCO3)ccc21
YPUUKLQYBLWUEU,N,510.18484,PI3K|A-IN-8,C[C@H](Nc1nc(N)nc(N)c1C#N)c1c(-c2ccccc2)c(=O)n2cc(F)ccc2c1-c1ccc(F)cc1,C28H21F2N7O,MedChemexpress MCE,HY-134472,129262522.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-134472;TargetMol:T39542,2,,,O=c1c(-c2ccccc2)c(CNc2ccncn2)c(-c2ccccc2)c2ccccn12
YPYHGMCHNBTMDB,N,503.33672,Ganolucidic Acid B,CC(CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(=O)O,C30H46O6,MedChemexpress MCE,HY-N15216,20055994.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N15216;TargetMol:TN7411,2,,,O=C1CC2CCCC2C2=C1C1CCCCC1CC2
YQCKMLHRHJWIAT,N,500.17131,[2-(Oxan-4-ylmethoxy)-5-[2-[2-(trifluoromethyl)phenyl]pyrrolidin-1-yl]sulfonylphenyl]methanol,O=S(=O)(c1ccc(OCC2CCOCC2)c(CO)c1)N1CCCC1c1ccccc1C(F)(F)F,C24H28F3NO5S,TargetMol,T200887,172652619.0,TargetMol,TargetMol:T200887,1,,,O=S(=O)(c1ccc(OCC2CCOCC2)cc1)N1CCCC1c1ccccc1
YQDSASXRSMGNOM,N,493.13405,Eriodictyol 7-O-beta-D-glucuronide ethyl ester,CCOC(=O)[C@H]1O[C@@H](Oc2cc(O)c3c(c2)O[C@H](c2ccc(O)c(O)c2)CC3=O)[C@H](O)[C@@H](O)[C@@H]1O,C23H24O12,TargetMol,TN5523,5317185.0,TargetMol,TargetMol:TN5523,1,,,O=C1CC(c2ccccc2)Oc2cc(OC3CCCCO3)ccc21
YQKMRGLFGXKLJC,N,506.28608,HMB-Val-Ser-Leu-VE,CCOC(=O)/C=C/[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)c1cccc(O)c1C)C(C)C,C26H39N3O7,MedChemexpress MCE,HY-137281,11752486.0,MedChemexpress MCE,MedChemexpress MCE:HY-137281,1,,,c1ccccc1
YQOCUTDPKPPQGA,N,486.97147,"[[(2R,5R)-5-(5-fluoro-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",O=c1[nH]c(=O)n([C@H]2CC(O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1F,C9H14FN2O14P3,MedChemexpress MCE,HY-155878,149407369.0,MedChemexpress MCE,MedChemexpress MCE:HY-155878,1,,,O=c1ccn(C2CCCO2)c(=O)[nH]1
YQPSLCRGQUNTRC,N,485.36254,CID 21672631,COC(=O)[C@@H]1C[C@H](O)[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C,C31H48O4,TargetMol,T26055,21672631.0,TargetMol,TargetMol:T26055,1,,,O=C1CCC2C(CCC3C4CCC5CCCCC5C4=CCC23)C1
YQSZJOABXRROQR,N,489.10387,3-[[3-Fluoro-2-(methylsulfamoylamino)-4-pyridinyl]methyl]-7-[(3-fluoro-2-pyridinyl)oxy]-4-methylchromen-2-one,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccc4F)cc3oc2=O)c1F,C22H18F2N4O5S,MedChemexpress MCE,HY-158115,169262739.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-158115;TargetMol:T87041,2,,,O=c1oc2cc(Oc3ccccn3)ccc2cc1Cc1ccncc1
YQWMVPHLXAVIRH,N,489.28468,"methyl 3-acetyloxy-16-hydroxy-4,4,8,10,12,13,16-heptamethyl-15,17-dioxo-2,3,5,6,7,9-hexahydro-1H-cyclopenta[a]phenanthrene-14-carboxylate",COC(=O)C12C(=O)C(C)(O)C(=O)C1(C)C(C)=CC1C3(C)CCC(OC(C)=O)C(C)(C)C3CCC12C,C28H40O7,TargetMol,T129762,57509412.0,TargetMol,TargetMol:T129762,1,,,O=C1CC(=O)C2C1C=CC1C3CCCCC3CCC12
YQYJSBFKSSDGFO,N,512.17625,Hygromycin,CC(=O)[C@H]1O[C@@H](Oc2ccc(/C=C(\C)C(=O)N[C@@H]3[C@H](O)[C@@H](O)[C@H]4OCO[C@H]4[C@@H]3O)cc2O)[C@@H](O)[C@@H]1O,C23H29NO12,MedChemexpress MCE,HY-N10617,6433481.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N10617;MedChemexpress MCE:HY-N14964;TargetMol:TN10045,3,,,O=C(C=Cc1ccc(OC2CCCO2)cc1)NC1CCC2OCOC2C1
YRAFHBIJNFTEIJ,N,510.4054,VDR agonist 1,CCN(CC)CCNC(=O)c1cc(C(CC)(CC)c2ccc(/C=C/C(O)(CC)CC)c(C)c2)cn1CC,C32H51N3O2,MedChemexpress MCE,HY-114310,138454760.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-114310;TargetMol:T13292,2,,,c1ccc(Cc2cc[nH]c2)cc1
YRFOQHHFWYWAST,N,493.00447,Cdk8/19-IN-2,FC(F)c1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CCOCC1,C17H20Br2F2N4O,MedChemexpress MCE,HY-158377,171714300.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-158377;TargetMol:T88262,2,,,c1ccc2c(c1)nc(N1CCNCC1)n2C1CCOCC1
YRGBJPWCSAZWNR,N,509.38704,Dilaurylglycerosulfate,CCCCCCCCCCCCOCC(COS(=O)(=O)O)OCCCCCCCCCCCC,C27H56O6S,MedChemexpress MCE,HY-135996,146026208.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-135996;MedChemexpress MCE:HY-135996A;TargetMol:T19283,3,,,__ACYCLIC__YRGBJPWCSAZWNR
YRIMSXJXBHUHJT,N,513.41497,Trinonanoin,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)OC(=O)CCCCCCCC,C30H56O6,MedChemexpress MCE,HY-W127357,31350.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W127357;TargetMol:T36079,2,,,__ACYCLIC__YRIMSXJXBHUHJT
YRNYMVDUKNBNHT,N,501.32107,Scillascillone,C[C@@H]1C[C@@]2(OC(=O)[C@H](C)[C@@H]2O)O[C@@]12CC[C@@]1(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(=O)[C@](C)(CO)[C@@H]1CC3,C30H44O6,MedChemexpress MCE,HY-N9028,134715091.0,MedChemexpress MCE,MedChemexpress MCE:HY-N9028,1,,,O=C1CCC2C3=C(CCC2C1)C1CCC2(CCC4(CCC(=O)O4)O2)C1CC3
YSFHLBYWQCLYIY,N,492.02926,Ulonivirine,N#Cc1cc(Cl)cc(Oc2c(C(F)(F)F)ncn(Cc3cc(C(F)(F)F)c(=O)[nH]n3)c2=O)c1,C18H8ClF6N5O3,MedChemexpress MCE,HY-147411,73505111.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-147411;TargetMol:T63308,2,,,O=c1ccc(Cn2cncc(Oc3ccccc3)c2=O)n[nH]1
YSNGYDACLOQMCZ,N,498.19832,Glp-Asn-Pro-AMC,Cc1cc(=O)oc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]3CCC(=O)N3)ccc12,C24H27N5O7,MedChemexpress MCE,HY-P10485,10255308.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-P10485;TargetMol:T89155,2,,,O=C1CCC(C(=O)NCC(=O)N2CCCC2C(=O)Nc2ccc3ccc(=O)oc3c2)N1
YSQIHRPBWCEUAX,N,502.16072,Azido-PEG5-PFP ester,[N-]=[N+]=NCCOCCOCCOCCOCCOCCC(=O)Oc1c(F)c(F)c(F)c(F)c1F,C19H24F5N3O7,MedChemexpress MCE,HY-130420,77078329.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-130420;TargetMol:T14463,2,,,c1ccccc1
YSTVFDAKLDMYCR,N,509.25472,"(6S)-1-((4-(Dimethylamino)-3-methylphenyl)methyl)-5-(2,2-diphenylacetyl)-4,5,6,7-tetrahydro-1H-imidazo(4,5-c)pyridine-6-carboxylic acid",Cc1cc(Cn2cnc3c2C[C@@H](C(=O)O)N(C(=O)C(c2ccccc2)c2ccccc2)C3)ccc1N(C)C,C31H32N4O3,MedChemexpress MCE,HY-10259,5311345.0,MedChemexpress MCE;Selleck Chemicals;TargetMol,MedChemexpress MCE:HY-10259;MedChemexpress MCE:HY-10259A;MedChemexpress MCE:HY-132567S;Selleck Chemicals:S7098;TargetMol:T12381;TargetMol:T6067,6,,,O=C(C(c1ccccc1)c1ccccc1)N1CCc2c(ncn2Cc2ccccc2)C1
YSVQUSMRABAJAR,N,498.20974,GPR40 Activator 1,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(CN3CCC4(C=Cc5ccccc54)CC3)s2)cc1,C31H31NO3S,MedChemexpress MCE,HY-13971,52936292.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-13971;TargetMol:T11456,2,,,C1=CC2(CCN(Cc3ccc(COc4ccccc4)s3)CC2)c2ccccc21
YTBFFDIRVSEDTJ,N,504.01007,Sirt4-IN-1,O=C(CSc1nc2ccccc2c(=O)[nH]1)Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1,C19H13N5O6S3,MedChemexpress MCE,HY-163316,171037911.0,MedChemexpress MCE,MedChemexpress MCE:HY-163316,1,,,O=C(CSc1nc2ccccc2c(=O)[nH]1)Nc1ncc(S(=O)(=O)c2ccccc2)s1
YTHKPQSMRZQREU,N,485.20308,Azide-PEG3-L-alanine-Fmoc,[N-]=[N+]=NCCOCCOCCOC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C24H28N4O7,MedChemexpress MCE,HY-140848,123132042.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-140848;TargetMol:T17468,2,,,c1ccc2c(c1)Cc1ccccc1-2
YTLGTSLZQWBCCY,N,508.04371,Hsd17B13-IN-40,O=C(Nc1cccc2ncn(Cc3ccc(C(F)(F)F)cc3)c(=O)c12)c1cc(Cl)c(O)c(Cl)c1,C23H14Cl2F3N3O3,MedChemexpress MCE,HY-161225,163301016.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-161225;TargetMol:T86630,2,,,O=C(Nc1cccc2ncn(Cc3ccccc3)c(=O)c12)c1ccccc1
YTXUTYGRBYCUIL,N,500.20024,"4-Quinolinecarboxamide, N-((S)-cyclopropylphenylmethyl)-3-((methyl(methylsulfonyl)amino)methyl)-2-phenyl-",CN(Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)N[C@H](c1ccccc1)C1CC1)S(C)(=O)=O,C29H29N3O3S,TargetMol,T32007,44570980.0,TargetMol,TargetMol:T32007,1,,,O=C(NC(c1ccccc1)C1CC1)c1cc(-c2ccccc2)nc2ccccc12
YUGDYIBOOBDLTL,N,489.97346,Lsd1-IN-23,O=S(=O)(Nc1ccc(Br)cc1-c1nn[nH]n1)c1ccc(-c2ccc(Cl)cc2)cc1,C19H13BrClN5O2S,MedChemexpress MCE,HY-152032,170901996.0,MedChemexpress MCE,MedChemexpress MCE:HY-152032,1,,,O=S(=O)(Nc1ccccc1-c1nn[nH]n1)c1ccc(-c2ccccc2)cc1
YUHBERDYPBZPQD,N,486.19449,Fmoc-Cys(tert-butoxycarnylpropyl)-OH,CC(C)(C)OC(=O)CCCSC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C26H31NO6S,MedChemexpress MCE,HY-W048681,11155983.0,MedChemexpress MCE,MedChemexpress MCE:HY-W048681,1,,,c1ccc2c(c1)Cc1ccccc1-2
YUHNXUAATAMVKD,N,514.14003,Azd-8165,CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,C23H21ClFN7O4,TargetMol,T30263,44548240.0,TargetMol,TargetMol:T30263,1,,,O=C(NCc1ccccc1-n1cnnn1)C1CC=NN1C(=O)Cc1ccccc1
YULLFCKYQFTWEM,N,508.18584,PTK-IN-6a,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CN4CCOCC4)cc3)ncc2Cl)c1,C25H26ClN7O3,MedChemexpress MCE,HY-147741,156014264.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-147741;TargetMol:T63486,2,,,O=C(CN1CCOCC1)Nc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1
YUNQMQLWOOVHKI,N,507.22718,Hydroxyglimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(CO)CC3)cc2)C1=O,C24H34N4O6S,MedChemexpress MCE,HY-145490,130939.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-132724S;MedChemexpress MCE:HY-145490;MedChemexpress MCE:HY-145490S1;TargetMol:T35641,4,,,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)N2CC=CC2=O)cc1
YVANVRAPWVIVTP,N,494.2299,3-[6-Oxo-1-[[3-[5-(2-piperazin-1-ylethoxy)pyrimidin-2-yl]phenyl]methyl]pyridazin-3-yl]benzonitrile,N#Cc1cccc(-c2ccc(=O)n(Cc3cccc(-c4ncc(OCCN5CCNCC5)cn4)c3)n2)c1,C28H27N7O2,TargetMol,T212140,46836394.0,TargetMol,TargetMol:T212140,1,,,O=c1ccc(-c2ccccc2)nn1Cc1cccc(-c2ncc(OCCN3CCNCC3)cn2)c1
YVDJBQQJIDPRKP,N,502.29519,Aflatrem,C=CC(C)(C)c1cccc2[nH]c3c(c12)C[C@@H]1CC[C@@]2(O)C4=CC(=O)[C@@H]5O[C@@]4(CC[C@]2(C)[C@@]31C)OC5(C)C,C32H39NO4,MedChemexpress MCE,HY-N7780,21118293.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N7780;TargetMol:TN3351,2,,,O=C1C=C2C3CCC4Cc5c([nH]c6ccccc56)C4C3CCC23OCC1O3
