table_id,name,provider,compound_class,flavonoid_class,prenylation_type,cas,smiles,recorded_inchikey,key,scaffold_group,recorded_inchikey_block,inchi_derived_block,key_agrees_recorded,key_agrees_inchi,table_formula,parent_formula,formula_agrees,parent_monoisotopic,mh_mz,mh_in_dev_range,elements,parent_formal_charge,n_fragments_raw,in_msg15_any,msg15_folds,in_msg15_simchallenge,scaffold_in_msg15,in_muru_registry,in_muru_registry_direct,muru_exposed_populations,scaffold_in_muru_registry,in_study2_pop,scaffold_in_study2_pop,in_comparator_pop,scaffold_in_comparator_pop,in_msnlib_9lib,in_msnlib_v1_0,in_multims2_reserved,msg15_n_rows,msg15_n_rows_orbitrap_ce,msg15_adducts,msg15_key_first_identifier_num,is_prenylated,is_isolated_noncommercial,pass_L2_lenient_keys_plus_msg15,msg15_keys_same_formula,msg15_keys_same_formula_and_scaffold,pass_A_keys_muru_pr7_cmp,pass_B_plus_msg15_key,pass_C_plus_scaffold_muru_pr7_cmp,pass_D_plus_scaffold_not_in_msg15,pass_E_C_plus_mh_range_neutral_single
843,glabridin,reference standard_Extrasynthese,flavonoid - isoflavan,isoflavan,8´-prenyl,59870-68-7,CC1(C=CC2=C(O1)C=CC3=C2OCC(C3)C4=C(C=C(C=C4)O)O)C,LBQIJVLKGVZRIW-UHFFFAOYSA-N,LBQIJVLKGVZRIW,C1=Cc2c(ccc3c2OCC(c2ccccc2)C3)OC1,LBQIJVLKGVZRIW,LBQIJVLKGVZRIW,True,True,C20H20O4,C20H20O4,True,324.13615911999995,325.14343511999994,True,C;O,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,True,False,13,0,[M+H]+;[M+Na]+,297169.0,True,False,False,13,1,False,False,False,False,False
844,vitexin-2-O-rhamnoside,reference standard_Extrasynthese,"flavonoid - flavone-C,O-diglycoside",flavone,none,64820-99-1,CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC=C(C=C5)O)O)O)CO)O)O)O)O)O,LYGPBZVKGHHTIE-UHFFFAOYSA-N,LYGPBZVKGHHTIE,O=c1cc(-c2ccccc2)oc2c(C3OCCCC3OC3CCCCO3)cccc12,LYGPBZVKGHHTIE,LYGPBZVKGHHTIE,True,True,C27H30O14,C27H30O14,True,578.1635556399999,579.17083164,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,65,10,[M+H]+;[M+Na]+,95025.0,False,False,False,14,1,False,False,False,False,False
845,isoliquiritin,reference standard_Extrasynthese,flavonoid - chalcone-O-glycoside,chalcone,none,5041-81-6,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O,YNWXJFQOCHMPCK-UHFFFAOYSA-N,YNWXJFQOCHMPCK,O=C(C=Cc1ccc(OC2CCCCO2)cc1)c1ccccc1,YNWXJFQOCHMPCK,YNWXJFQOCHMPCK,True,True,C21H22O9,C21H22O9,True,418.1263822839999,419.13365828399986,True,C;O,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,60,0,[M+H]+;[M+Na]+,297036.0,False,False,False,9,1,False,False,False,False,False
846,trilobatin,reference standard_Extrasynthese,flavonoid - chalcone-O-glycoside,chalcone,none,4192-90-9,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(O3)CO)O)O)O)O)O,GSTCPEBQYSOEHV-UHFFFAOYSA-N,GSTCPEBQYSOEHV,O=C(CCc1ccccc1)c1ccc(OC2CCCCO2)cc1,GSTCPEBQYSOEHV,GSTCPEBQYSOEHV,True,True,C21H24O10,C21H24O10,True,436.1369469679998,437.1442229679998,True,C;O,0,1,True,train,False,True,False,False,,False,False,False,False,False,True,True,False,4,0,[M+Na]+,357749.0,False,False,False,4,1,True,False,False,False,False
847,didymin,reference standard_Extrasynthese,flavonoid - flavanone-O-diglycoside(rut),flavanone,none,14259-47-3,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,RMCRQBAILCLJGU-UHFFFAOYSA-N,RMCRQBAILCLJGU,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,RMCRQBAILCLJGU,RMCRQBAILCLJGU,True,True,C28H34O14,C28H34O14,True,594.1948557679999,595.202131768,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,31,3,[M+H]+;[M+Na]+,111759.0,False,False,False,4,1,False,False,False,False,False
848,syringetin-3-O-galactoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,55025-56-4,COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O,JMFWYRWPJVEZPV-UOCKATJYSA-N,JMFWYRWPJVEZPV,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,JMFWYRWPJVEZPV,JMFWYRWPJVEZPV,True,True,C23H24O13,C23H24O13,True,508.12169082799977,509.12896682799976,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,38,0,[M+H]+;[M+Na]+,113287.0,False,False,False,2,1,True,False,False,False,False
849,marein,reference standard_Extrasynthese,flavonoid - chalcone-O-glycoside,chalcone,none,535-96-6,C1=CC(=C(C=C1C=CC(=O)C2=C(C(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O,XGEYXJDOVMEJNG-UHFFFAOYSA-N,XGEYXJDOVMEJNG,O=C(C=Cc1ccccc1)c1ccc(OC2CCCCO2)cc1,XGEYXJDOVMEJNG,XGEYXJDOVMEJNG,True,True,C21H22O11,C21H22O11,True,450.11621152399977,451.12348752399976,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,33,0,[M+H]+;[M+Na]+,123068.0,False,False,False,8,1,False,False,False,False,False
850,syringetin-3-O-glucoside,reference standard_Extrasynthese,flavonoid - flavonol-O-methylated-O-glycoside,flavonol,none,40039-49-4,COc1cc(cc(OC)c1O)C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(=O)c4c(O)cc(O)cc4O2,JMFWYRWPJVEZPV-AVGVHVDKSA-N,JMFWYRWPJVEZPV,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,JMFWYRWPJVEZPV,JMFWYRWPJVEZPV,True,True,C23H24O13,C23H24O13,True,508.1216908279998,509.1289668279998,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,38,0,[M+H]+;[M+Na]+,113287.0,False,False,False,2,1,True,False,False,False,False
851,myricetin-3-O-glucoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,19833-12-6,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4C(C([C@@H]([C@H](O4)CO)O)O)O,FOHXFLPXBUAOJM-ICSFOJPJSA-N,FOHXFLPXBUAOJM,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,FOHXFLPXBUAOJM,FOHXFLPXBUAOJM,True,True,C21H20O13,C21H20O13,True,480.0903906999998,481.09766669999976,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,40,3,[M+H]+;[M+Na]+,113942.0,False,False,False,3,1,False,False,False,False,False
852,Robinin,reference standard_Extrasynthese,flavonoid - flavonol-O-triglycoside,flavonol,none,301-19-9,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)C)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O,PEFASEPMJYRQBW-UHFFFAOYSA-N,PEFASEPMJYRQBW,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,PEFASEPMJYRQBW,PEFASEPMJYRQBW,True,True,C33H40O19,C33H40O19,True,740.2163790600001,741.2236550600002,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,34,0,[M+H]+,107358.0,False,False,False,8,1,False,False,False,False,False
853,isorhamnetin-3-O-glucoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,5041-82-7,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,CQLRUIIRRZYHHS-UHFFFAOYSA-N,CQLRUIIRRZYHHS,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,CQLRUIIRRZYHHS,CQLRUIIRRZYHHS,True,True,C22H22O12,C22H22O12,True,478.1111261439998,479.1184021439998,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,95,11,[M+H]+;[M+Na]+,113321.0,False,False,False,6,4,False,False,False,False,False
854,narirutin,reference standard_Extrasynthese,flavonoid - flavanone-O-diglycoside(rut),flavanone,none,14259-46-2,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)O)O)O)O)O)O,HXTFHSYLYXVTHC-UHFFFAOYSA-N,HXTFHSYLYXVTHC,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,HXTFHSYLYXVTHC,HXTFHSYLYXVTHC,True,True,C27H32O14,C27H32O14,True,580.1792057039999,581.1864817039999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,34,3,[M+H]+;[M+Na]+,110426.0,False,False,False,5,1,False,False,False,False,False
855,trihydroxy ethylrutin,reference standard_Sigma-Aldrich,flavonoid - flavonol-O-diglycoside(rut),flavonol,none,7085-55-4,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,IYVFNTXFRYQLRP-UHFFFAOYSA-N,IYVFNTXFRYQLRP,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,IYVFNTXFRYQLRP,IYVFNTXFRYQLRP,True,True,C33H42O19,C33H42O19,True,742.2320291240002,743.2393051240002,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,13,2,[M+H]+;[M+Na]+,234083.0,False,False,False,1,1,False,False,False,False,False
856,calycosin-7-glucoside,reference standard_PhytoLab,flavonoid - isoflavone-O-glycoside,isoflavone,none,20633-67-4,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,WACBUPFEGWUGPB-UHFFFAOYSA-N,WACBUPFEGWUGPB,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,WACBUPFEGWUGPB,WACBUPFEGWUGPB,True,True,C22H22O10,C22H22O10,True,446.12129690399985,447.12857290399984,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,42,3,[M+H]+;[M+Na]+,234845.0,False,False,False,14,5,False,False,False,False,False
857,fortunellin,reference standard_Extrasynthese,flavonoid - flavone-O-diglycoside(neo),flavone,none,20633-93-6,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)CO)O)O)O)O)O,MLWDGPFGTFOLRJ-UHFFFAOYSA-N,MLWDGPFGTFOLRJ,O=c1cc(-c2ccccc2)oc2cc(OC3OCCCC3OC3CCCCO3)ccc12,MLWDGPFGTFOLRJ,MLWDGPFGTFOLRJ,True,True,C28H32O14,C28H32O14,True,592.1792057039999,593.1864817039999,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,30,0,[M+H]+,114205.0,False,False,False,7,1,True,False,False,False,False
858,myricetin-3-O-galactoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,15648-86-9,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O,FOHXFLPXBUAOJM-UHFFFAOYSA-N,FOHXFLPXBUAOJM,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,FOHXFLPXBUAOJM,FOHXFLPXBUAOJM,True,True,C21H20O13,C21H20O13,True,480.0903906999998,481.09766669999976,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,40,3,[M+H]+;[M+Na]+,113942.0,False,False,False,3,1,False,False,False,False,False
859,eriocitrin,reference standard_Extrasynthese,flavonoid - flavanone-O-diglycoside(rut),flavanone,none,13463-28-0,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,OMQADRGFMLGFJF-UHFFFAOYSA-N,OMQADRGFMLGFJF,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,OMQADRGFMLGFJF,OMQADRGFMLGFJF,True,True,C27H32O15,C27H32O15,True,596.1741203239999,597.1813963239999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,147,3,[M+H]+;[M+Na]+,104963.0,False,False,False,6,1,False,False,False,False,False
860,Linarin,reference standard_Extrasynthese,flavonoid - flavone-O-diglycoside(rut),flavone,none,480-36-4,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,YFVGIJBUXMQFOF-UHFFFAOYSA-N,YFVGIJBUXMQFOF,O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12,YFVGIJBUXMQFOF,YFVGIJBUXMQFOF,True,True,C28H32O14,C28H32O14,True,592.1792057039999,593.1864817039999,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,False,False,33,0,[M+H]+;[M+Na]+,107298.0,False,False,False,7,1,False,False,False,False,False
861,Kaempferol-3-O-rutinoside,reference standard_Extrasynthese,flavonoid - flavonol-O-diglycoside(rut),flavonol,none,17650-84-9,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,RTATXGUCZHCSNG-UHFFFAOYSA-N,RTATXGUCZHCSNG,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,RTATXGUCZHCSNG,RTATXGUCZHCSNG,True,True,C27H30O15,C27H30O15,True,594.1584702600001,595.1657462600001,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,98,7,[M+H]+;[M+Na]+,118828.0,False,False,False,24,2,False,False,False,False,False
862,Kaempferol-7-O-glucoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,16290-07-6,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,YPWHZCPMOQGCDQ-UHFFFAOYSA-N,YPWHZCPMOQGCDQ,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,YPWHZCPMOQGCDQ,YPWHZCPMOQGCDQ,True,True,C21H20O11,C21H20O11,True,448.10056145999977,449.10783745999976,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,18,0,[M+H]+;[M+Na]+,87157.0,False,False,False,17,5,False,False,False,False,False
863,eriodictyol-7-O-glucoside,reference standard_Extrasynthese,flavonoid - flavanone-O-glycoside,flavanone,none,38965-51-4,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,RAFHNDRXYHOLSH-UHFFFAOYSA-N,RAFHNDRXYHOLSH,O=C1CC(c2ccccc2)Oc2cc(OC3CCCCO3)ccc21,RAFHNDRXYHOLSH,RAFHNDRXYHOLSH,True,True,C21H22O11,C21H22O11,True,450.1162115239999,451.12348752399987,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,34,0,[M+H]+,110401.0,False,False,False,8,4,False,False,False,False,False
864,tiliroside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside-acyl,flavonol,none,20316-62-5,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,DVGGLGXQSFURLP-UHFFFAOYSA-N,DVGGLGXQSFURLP,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2c(-c3ccccc3)oc3ccccc3c2=O)O1,DVGGLGXQSFURLP,DVGGLGXQSFURLP,True,True,C30H26O13,C30H26O13,True,594.137340892,595.144616892,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,50,3,[M+H]+;[M+Na]+,116522.0,False,False,False,5,1,False,False,False,False,False
865,neodiosmin,reference standard_Extrasynthese,flavonoid - flavone-O-diglycoside(neo),flavone,none,38665-01-9,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,VCCNKWWXYVWTLT-UHFFFAOYSA-N,VCCNKWWXYVWTLT,O=c1cc(-c2ccccc2)oc2cc(OC3OCCCC3OC3CCCCO3)ccc12,VCCNKWWXYVWTLT,VCCNKWWXYVWTLT,True,True,C28H32O15,C28H32O15,True,608.1741203239999,609.1813963239999,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,False,False,29,0,[M+H]+,110029.0,False,False,False,9,2,False,False,False,False,False
866,isorhamnetin-3-O-rutinoside,reference standard_Extrasynthese,flavonoid - flavonol-O-diglycoside(rut),flavonol,none,604-80-8,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,UIDGLYUNOUKLBM-UHFFFAOYSA-N,UIDGLYUNOUKLBM,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,UIDGLYUNOUKLBM,UIDGLYUNOUKLBM,True,True,C28H32O16,C28H32O16,True,624.169034944,625.1763109440001,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,105,7,[M+H]+;[M+Na]+,114264.0,False,False,False,10,2,False,False,False,False,False
867,neoeriocitrin,reference standard_Extrasynthese,flavonoid - flavanone-O-diglycoside(neo),flavanone,none,13241-32-2,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,OBKKEZLIABHSGY-UHFFFAOYSA-N,OBKKEZLIABHSGY,O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,OBKKEZLIABHSGY,OBKKEZLIABHSGY,True,True,C27H32O15,C27H32O15,True,596.1741203239999,597.1813963239999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,34,0,[M+H]+;[M+Na]+,109044.0,False,False,False,6,1,False,False,False,False,False
868,quercetin-3-O-glucose-6-acetate,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside-acyl,flavonol,none,54542-51-7,CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,IGLUNMMNDNWZOA-UHFFFAOYSA-N,IGLUNMMNDNWZOA,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,IGLUNMMNDNWZOA,IGLUNMMNDNWZOA,True,True,C23H22O13,C23H22O13,True,506.10604076399983,507.1133167639998,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,32,3,[M+H]+,113913.0,False,False,False,3,1,False,False,False,False,False
869,poncirin,reference standard_Extrasynthese,flavonoid - flavanone-O-diglycoside(neo),flavanone,none,14941-08-3,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)CO)O)O)O)O)O,NLAWPKPYBMEWIR-UHFFFAOYSA-N,NLAWPKPYBMEWIR,O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,NLAWPKPYBMEWIR,NLAWPKPYBMEWIR,True,True,C28H34O14,C28H34O14,True,594.1948557679999,595.202131768,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,97,0,[M+H]+;[M+Na]+,123100.0,False,False,False,4,1,False,False,False,False,False
870,daidzin,reference standard_Extrasynthese,flavonoid - isoflavone-O-glycoside,isoflavone,none,552-66-9,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,KYQZWONCHDNPDP-UHFFFAOYSA-N,KYQZWONCHDNPDP,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,KYQZWONCHDNPDP,KYQZWONCHDNPDP,True,True,C21H20O9,C21H20O9,True,416.1107322199998,417.1180082199998,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,137,0,[M+H]+;[M+Na]+,95881.0,False,False,False,4,1,False,False,False,False,False
871,ononin,reference standard_Indofine,flavonoid - isoflavone-O-glycoside,isoflavone,none,486-62-4,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O,MGJLSBDCWOSMHL-UHFFFAOYSA-N,MGJLSBDCWOSMHL,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,MGJLSBDCWOSMHL,MGJLSBDCWOSMHL,True,True,C22H22O9,C22H22O9,True,430.1263822839999,431.13365828399986,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,82,6,[M+H]+;[M+Na]+,104888.0,False,False,False,2,2,False,False,False,False,False
872,"luteolin-3,7-di-O-glucoside",reference standard_Extrasynthese,"flavonoid - flavone-O,O-diglycoside",flavone,none,52187-80-1,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O,BISZYPSIZGKOFA-UHFFFAOYSA-N,BISZYPSIZGKOFA,O=c1cc(-c2cccc(OC3CCCCO3)c2)oc2cc(OC3CCCCO3)ccc12,BISZYPSIZGKOFA,BISZYPSIZGKOFA,True,True,C27H30O16,C27H30O16,True,610.15338488,611.16066088,True,C;O,0,1,True,train,True,True,False,False,,False,False,False,False,False,False,False,False,4,0,[M+H]+,87006.0,False,False,False,20,1,True,False,False,False,False
873,spiraeoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,20229-56-5,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,OIUBYZLTFSLSBY-UHFFFAOYSA-N,OIUBYZLTFSLSBY,O=c1cc(-c2ccc(OC3CCCCO3)cc2)oc2ccccc12,OIUBYZLTFSLSBY,OIUBYZLTFSLSBY,True,True,C21H20O12,C21H20O12,True,464.0954760799998,465.1027520799998,True,C;O,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,51,3,[M+H]+,104999.0,False,False,False,9,1,True,False,False,False,False
874,Kaempferol-3-O-glucoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,480-10-4,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,JPUKWEQWGBDDQB-UHFFFAOYSA-N,JPUKWEQWGBDDQB,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,JPUKWEQWGBDDQB,JPUKWEQWGBDDQB,True,True,C21H20O11,C21H20O11,True,448.1005614599998,449.1078374599998,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,92,9,[M+H]+;[M+Na]+,63101.0,False,False,False,17,2,False,False,False,False,False
875,puerarin,reference standard_Indofine,flavonoid - isoflavone-C-glycoside,isoflavone,none,3681-99-0,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,HKEAFJYKMMKDOR-UHFFFAOYSA-N,HKEAFJYKMMKDOR,O=c1c(-c2ccccc2)coc2c(C3CCCCO3)cccc12,HKEAFJYKMMKDOR,HKEAFJYKMMKDOR,True,True,C21H20O9,C21H20O9,True,416.1107322199998,417.1180082199998,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,True,122,3,[M+H]+;[M+Na]+,115958.0,False,False,False,4,1,False,False,False,False,False
876,"3,4,6-trimethoxyisoflavone-7-beta-O-D-glukopyranoside",reference standard_Indofine,flavonoid - isoflavone-O-glycoside-O-methylated,isoflavone,none,59183-50-5,COC1=C(C=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)OC4C(C(C(C(O4)CO)O)O)O)OC,PMHWEGVKSVMZAG-UHFFFAOYSA-N,PMHWEGVKSVMZAG,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,PMHWEGVKSVMZAG,PMHWEGVKSVMZAG,True,True,C24H26O11,C24H26O11,True,490.1475116519998,491.1547876519998,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,,,False,False,True,0,0,True,True,False,False,False
877,"4,6-dimethoxyisoflavone-7-beta-O-D-glukopyranoside",reference standard_Indofine,flavonoid - isoflavone-O-glycoside-O-methylated,isoflavone,none,19046-26-5,COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)OC4C(C(C(C(O4)CO)O)O)O,YLYJXNTZVUEFJZ-UHFFFAOYSA-N,YLYJXNTZVUEFJZ,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,YLYJXNTZVUEFJZ,YLYJXNTZVUEFJZ,True,True,C23H24O10,C23H24O10,True,460.13694696799985,461.14422296799984,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,3,0,[M+H]+,130400.0,False,False,False,1,1,True,False,False,False,False
878,isoflavone-7-beta-O-D-glukopyranosid,reference standard_Indofine,flavonoid - isoflavone-O-glycoside,isoflavone,none,,C1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O,CHVBPFQVSIWBOU-UHFFFAOYSA-N,CHVBPFQVSIWBOU,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,CHVBPFQVSIWBOU,CHVBPFQVSIWBOU,True,True,C21H20O8,C21H20O8,True,400.11581759999984,401.12309359999983,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,,,False,False,True,3,0,True,True,False,False,False
881,flavokawain b,reference standard_Extrasynthese,flavonoid - chalcone,chalcone,none,1775-97-9,COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=CC=C2)O,QKQLSQLKXBHUSO-UHFFFAOYSA-N,QKQLSQLKXBHUSO,O=C(C=Cc1ccccc1)c1ccccc1,QKQLSQLKXBHUSO,QKQLSQLKXBHUSO,True,True,C17H16O4,C17H16O4,True,284.104858992,285.112134992,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,8,3,[M+H]+;[M+Na]+,221860.0,False,False,False,19,4,False,False,False,False,False
