accession,num_peak,precursor_type,precursor_mz,ion_mode,ce_value,key,parent_charge,mh_mz_from_parent,in_tree_2023_11
MSBNK-BAFG-CSL2311094300,2,[M+H]+,196.0249,POSITIVE,10.0,HKIQFQKRAQSUJI,0,196.024917754812,True
MSBNK-BAFG-CSL2311092982,1,[M-H]-,358.142,NEGATIVE,150.0,GAGWJHPBXLXJQN,0,360.15654011081193,True
MSBNK-BAFG-CSL2311092221,9,[M-H]-,297.0663,NEGATIVE,40.0,ZDRFDHHANOYUTE,0,299.080852394812,True
MSBNK-BAFG-CSL2311107331,7,[M+H]+,134.0713,POSITIVE,100.0,LRUDIIUSNGCQKF,0,134.07127369081198,True
MSBNK-BAFG-CSL2311108318,8,[M-H]-,284.0556,NEGATIVE,60.0,PTOAARAWEBMLNO,0,286.07014339081195,True
MSBNK-BAFG-CSL2311091396,6,[M-H]-,161.9867,NEGATIVE,130.0,YGCFIWIQZPHFLU,0,164.001205106812,True
MSBNK-BAFG-CSL2311107821,3,[M+H]+,370.1795,POSITIVE,10.0,NTJOBXMMWNYJFB,0,370.179503810812,True
MSBNK-BAFG-CSL2311091887,1,[M-H]-,219.0218,NEGATIVE,60.0,XQMRZWSYBUCVAX,0,221.036383674812,True
MSBNK-BAFG-CSL2311107212,5,[M+H]+,248.05,POSITIVE,120.0,XQSPYNMVSIKCOC,0,248.049966866812,True
MSBNK-BAFG-CSL2311094655,3,[M+H]+,246.1237,POSITIVE,10.0,OIAGWXKSCXPNNZ,0,246.123703186812,True
MSBNK-BAFG-CSL23111013328,4,[M+H]+,127.0502,POSITIVE,10.0,RWQNBRDOKXIBIV,0,127.050203898812,True
MSBNK-BAFG-CSL23111015363,1,[M+H]+,308.2584,POSITIVE,10.0,KKGQTZUTZRNORY,0,308.25840576281206,True
MSBNK-BAFG-CSL23111017916,7,[M+H]+,214.0298,POSITIVE,80.0,PZXOQEXFMJCDPG,0,214.029741960812,True
MSBNK-BAFG-CSL23111016894,12,[M+H]+,280.1543,POSITIVE,30.0,ZQEIXNIJLIKNTD,0,280.154334618812,True
MSBNK-BAFG-CSL23111015227,2,[M+H]+,256.1099,POSITIVE,10.0,SCCDDNKJYDZXMM,0,256.109882962812,True
MSBNK-BAFG-CSL23111017207,7,[M-H]-,380.0828,NEGATIVE,140.0,SXSGXWCSHSVPGB,0,382.097329570812,True
MSBNK-BAFG-CSL23111017316,7,[M+H]+,372.0288,POSITIVE,30.0,LQDARGUHUSPFNL,0,372.028806678812,True
MSBNK-BAFG-CSL23111027415,19,[M+H]+,123.0917,POSITIVE,40.0,IAEGWXHKWJGQAZ,0,123.091674786812,True
MSBNK-BAFG-CSL23111012152,13,[M+H]+,180.1019,POSITIVE,20.0,YOZNZNZSJNNALS,0,180.10190512281198,True
MSBNK-BAFG-CSL23111013078,4,[M+H]+,251.0468,POSITIVE,120.0,ASMQGLCHMVWBQR,0,251.046771928812,True
MSBNK-BAFG-CSL23111027577,20,[M+H]+,241.0496,POSITIVE,70.0,GUEIZVNYDFNHJU,0,241.049535202812,True
MSBNK-BAFG-CSL23111014136,15,[M+H]+,399.2506,POSITIVE,130.0,WTLBZVNBAKMVDP,0,399.250616684812,True
MSBNK-BAFG-CSL2311107644,20,[M+H]+,296.103,POSITIVE,130.0,OPXLLQIJSORQAM,0,296.10296774281204,True
MSBNK-BAFG-CSL2311109362,7,[M+H]+,828.474,POSITIVE,30.0,XJSFLOJWULLJQS,0,828.473996974812,True
MSBNK-BAFG-CSL23111017409,19,[M+H]+,340.0486,POSITIVE,110.0,KPUREKXXPHOJQT,0,340.048549222812,True
MSBNK-BAFG-CSL23111013015,23,[M+H]+,225.091,POSITIVE,40.0,ZONYXWQDUYMKFB,0,225.091006090812,True
MSBNK-BAFG-CSL2311092085,19,[M-H]-,502.0708,NEGATIVE,90.0,NIFKBBMCXCMCAO,0,504.0853457188121,True
MSBNK-BAFG-CSL23111015453,10,[M+H]+,721.3201,POSITIVE,80.0,NCDNCNXCDXHOMX,0,721.320037102812,True
MSBNK-BAFG-CSL23111016771,20,[M+H]+,334.105,POSITIVE,40.0,NYRMIJKDBAQCHC,0,334.10493981481204,True
MSBNK-BAFG-CSL23111012043,12,[M+H]+,914.526,POSITIVE,90.0,ZKWQQXZUCOBISE,0,914.526032546812,True
MSBNK-BAFG-CSL2311109934,30,[M+H]+,258.1383,POSITIVE,80.0,LMUNBZZRYCNYLJ,0,258.138307694812,True
MSBNK-BAFG-CSL23111017312,30,[M+H]+,372.0288,POSITIVE,150.0,LQDARGUHUSPFNL,0,372.028806678812,True
MSBNK-BAFG-CSL2311109208,72,[M+H]+,552.1911,POSITIVE,100.0,GJPICJJJRGTNOD,0,552.1911311148119,True
MSBNK-BAFG-CSL25011734477,74,[M+H]+,433.0232,POSITIVE,60.0,HXXLWTPFYWMBSC,0,433.023164466812,False
MSBNK-BAFG-CSL23111018650,73,[M+H]+,282.0873,POSITIVE,100.0,KJONHKAYOJNZEC,0,282.08731767881204,True
MSBNK-BAFG-CSL23111018541,96,[M+H]+,301.0738,POSITIVE,120.0,SEQDDYPDSLOBDC,0,301.07383180281204,True
MSBNK-BAFG-CSL23111012094,132,[M+H]+,338.1511,POSITIVE,40.0,TYZROVQLWOKYKF,0,338.151060806812,True
MSBNK-BAFG-CSL2311109526,147,[M+H]+,313.2162,POSITIVE,40.0,WWYNJERNGUHSAO,0,313.216206602812,True
MSBNK-BAFG-CSL2311107395,165,[M+H]+,325.1711,POSITIVE,130.0,WSEQXVZVJXJVFP,0,325.171067978812,True
MSBNK-BAFG-CSL2311109911,177,[M+H]+,393.2072,POSITIVE,80.0,UREBDLICKHMUKA,0,393.207178714812,True
MSBNK-BAFG-CSL23111014361,210,[M+H]+,786.3597,POSITIVE,50.0,NZCRJKRKKOLAOJ,0,786.3596359188118,True
MSBNK-BAFG-CSL2311107519,17,[M+H]+,368.0875,POSITIVE,50.0,UKILEIRWOYBGEJ,0,368.0874952468119,True
MSBNK-BAFG-CSL2311095703,36,[M+H]+,247.0882,POSITIVE,110.0,OEPKDBQOTLDTNC,0,247.088242816812,True
MSBNK-BAFG-CSL2311093047,35,[M+H]+,349.1329,POSITIVE,80.0,NGBFQHCMQULJNZ,0,349.132887966812,True
MSBNK-BAFG-CSL2311093489,39,[M+H]+,256.1696,POSITIVE,110.0,ZZVUWRFHKOJYTH,0,256.169590758812,True
MSBNK-BAFG-CSL23111016067,40,[M+H]+,284.0716,POSITIVE,150.0,WKBPZYKAUNRMKP,0,284.07157930681205,True
MSBNK-BAFG-CSL25011734141,41,[M+H]+,189.1386,POSITIVE,110.0,KBNPIBOOPFUXEM,0,189.138624978812,False
MSBNK-BAFG-CSL25011727929,42,[M+H]+,263.0815,POSITIVE,40.0,QQILFGKZUJYXGS,0,263.081504026812,False
MSBNK-BAFG-CSL2311108073,39,[M+H]+,436.2343,POSITIVE,100.0,ACWBQPMHZXGDFX,0,436.2343162548121,True
MSBNK-BAFG-CSL2311093467,56,[M+H]+,364.2383,POSITIVE,120.0,YNZFUWZUGRBMHL,0,364.238339014812,True
MSBNK-BAFG-CSL2311094319,55,[M+H]+,341.166,POSITIVE,60.0,DIOGFDCEWUUSBQ,0,341.16598259881204,True
MSBNK-BAFG-CSL2311093439,73,[M+H]+,331.1435,POSITIVE,90.0,DFJVUWAHTQPQCV,0,331.143452650812,True
MSBNK-BAFG-CSL2311091280,78,[M-H]-,305.1255,NEGATIVE,70.0,FYJKTYLNKCUCLP,0,307.14008152281207,True
MSBNK-BAFG-CSL23111016968,75,[M+H]+,343.04,POSITIVE,110.0,WYEMLYFITZORAB,0,343.03994483081203,True
MSBNK-BAFG-CSL23111016147,86,[M+H]+,563.2217,POSITIVE,130.0,GFEGEDUIIYDMOX,0,563.221720034812,True
MSBNK-BAFG-CSL2311109513,123,[M+H]+,313.2162,POSITIVE,50.0,WWYNJERNGUHSAO,0,313.216206602812,True
MSBNK-BAFG-CSL2311094484,166,[M+H]+,331.2268,POSITIVE,40.0,BFZHCUBIASXHPK,0,331.226771286812,True
MSBNK-BAFG-CSL231109500,1,[M]+,298.3468,POSITIVE,90.0,GJSGYPDDPQRWPK,1,299.354103294902,True
MSBNK-BAFG-CSL231109227,6,[M]+,382.4407,POSITIVE,60.0,QQJDHWMADUVRDL,1,383.448003678902,True
MSBNK-BAFG-CSL231109899,3,[M]+,332.3312,POSITIVE,100.0,WNBGYVXHFTYOBY,1,333.338453230902,True
MSBNK-BAFG-CSL231109791,3,[M]+,192.1747,POSITIVE,80.0,VBQDSLGFSUGBBE,1,193.18195259090197,True
MSBNK-BAFG-CSL2311094163,11,[M+H]+,228.1277,POSITIVE,130.0,RQVYBGPQFYCBGX,0,228.12774301081197,True
MSBNK-BAFG-CSL2311109117,12,[M+H]+,285.083,POSITIVE,40.0,UBORTCNDUKBEOP,0,285.082960570812,True
MSBNK-BAFG-CSL2311093623,6,[M+H]+,429.2397,POSITIVE,20.0,YOSHYTLCDANDAN,0,429.2397359828121,True
MSBNK-BAFG-CSL2311091647,3,[M-H]-,170.0823,NEGATIVE,150.0,IODGAONBTQRGGG,0,172.096819742812,True
MSBNK-BAFG-CSL2311093660,3,[M+H]+,221.0743,POSITIVE,10.0,VVUVJGRVEYHIHC,0,221.074310470812,True
MSBNK-BAFG-CSL2311106996,7,[M+H]+,228.0422,POSITIVE,60.0,ZCGLNFAUVVHTQO,0,228.042197326812,True
MSBNK-BAFG-CSL2311092733,6,[M-H]-,294.0884,NEGATIVE,130.0,OPXLLQIJSORQAM,0,296.10296774281204,True
MSBNK-BAFG-CSL2311096245,11,[M+H]+,299.0809,POSITIVE,150.0,ZDRFDHHANOYUTE,0,299.080852394812,True
MSBNK-BAFG-CSL2311092694,2,[M-H]-,523.8861,NEGATIVE,40.0,ZHSOTLOTTDYIIK,0,525.9006803628118,True
MSBNK-BAFG-CSL2311095577,2,[M+H]+,342.1482,POSITIVE,10.0,BGRJTUBHPOOWDU,0,342.14820368281204,True
MSBNK-BAFG-CSL2311092855,7,[M-H]-,267.0735,NEGATIVE,120.0,UKNHQPDCWMADJW,0,269.08804595081205,True
MSBNK-BAFG-CSL2311092441,4,[M-H]-,286.0711,NEGATIVE,120.0,SGOIRFVFHAKUTI,0,288.085617024812,True
MSBNK-BAFG-CSL2311106753,8,[M+H]+,286.0701,POSITIVE,40.0,PTOAARAWEBMLNO,0,286.07014339081195,True
MSBNK-BAFG-CSL2311095613,4,[M+H]+,777.8614,POSITIVE,10.0,XQZXYNRDCRIARQ,0,777.8613851308119,True
MSBNK-BAFG-CSL2311107181,7,[M+H]+,268.104,POSITIVE,60.0,OIRDTQYFTABQOQ,0,268.104030362812,True
MSBNK-BAFG-CSL2311091512,3,[M-H]-,135.0312,NEGATIVE,20.0,OFCNXPDARWKPPY,0,137.04578721481198,True
MSBNK-BAFG-CSL2311092377,7,[M-H]-,355.9932,NEGATIVE,40.0,AYIRNRDRBQJXIF,0,358.007738974812,True
MSBNK-BAFG-CSL2311093264,5,[M+H]+,233.0896,POSITIVE,20.0,RZILCCPWPBTYDO,0,233.089624098812,True
MSBNK-BAFG-CSL2311094245,14,[M+H]+,275.0712,POSITIVE,40.0,CCGPUGMWYLICGL,0,275.071244958812,True
MSBNK-BAFG-CSL2311094435,6,[M+H]+,180.1747,POSITIVE,110.0,BUGYDGFZZOZRHP,0,180.174676138812,True
MSBNK-BAFG-CSL2311091434,6,[M-H]-,137.0244,NEGATIVE,70.0,FJKROLUGYXJWQN,0,139.038970518812,True
MSBNK-BAFG-CSL2311095738,11,[M+H]+,242.1434,POSITIVE,30.0,AAEVYOVXGOFMJO,0,242.14339307481197,True
MSBNK-BAFG-CSL2311091049,8,[M-H]-,309.0663,NEGATIVE,40.0,PJSFRIWCGOHTNF,0,311.080852394812,True
MSBNK-BAFG-CSL2311091513,1,[M-H]-,135.0312,NEGATIVE,10.0,OFCNXPDARWKPPY,0,137.04578721481198,True
MSBNK-BAFG-CSL2311108182,8,[M+H]+,360.1565,POSITIVE,40.0,GAGWJHPBXLXJQN,0,360.15654011081193,True
MSBNK-BAFG-CSL2311095092,9,[M+H]+,215.0703,POSITIVE,40.0,ZXDDPOHVAMWLBH,0,215.070270646812,True
MSBNK-BAFG-CSL2311095721,7,[M+H]+,136.0757,POSITIVE,70.0,FZERHIULMFGESH,0,136.07569037481198,True
MSBNK-BAFG-CSL2311094713,4,[M+H]+,239.1179,POSITIVE,20.0,PHNLCHMJDSSPDQ,0,239.117889534812,True
MSBNK-BAFG-CSL2311108602,3,[M+H]+,136.0215,POSITIVE,30.0,IOJUPLGTWVMSFF,0,136.02154662681198,True
MSBNK-BAFG-CSL2311091257,2,[M-H]-,254.0895,NEGATIVE,10.0,IRSCQMHQWWYFCW,0,256.104030362812,True
MSBNK-BAFG-CSL2311094158,10,[M+H]+,228.1277,POSITIVE,20.0,RQVYBGPQFYCBGX,0,228.12774301081197,True
MSBNK-BAFG-CSL2311093465,13,[M+H]+,364.2383,POSITIVE,40.0,YNZFUWZUGRBMHL,0,364.238339014812,True
MSBNK-BAFG-CSL2311092001,13,[M-H]-,298.0656,NEGATIVE,90.0,HDDSHPAODJUKPD,0,300.0801241228121,True
MSBNK-BAFG-CSL2311109635,7,[M+H]+,327.1551,POSITIVE,10.0,KRAWNIRAZIFPLS,0,327.15506289081196,True
MSBNK-BAFG-CSL2311108818,19,[M+H]+,169.0859,POSITIVE,20.0,CRUILBNAQILVHZ,0,169.085920710812,True
MSBNK-BAFG-CSL2311106568,18,[M+H]+,166.0863,POSITIVE,70.0,XVAIDCNLVLTVFM,0,166.086255058812,True
MSBNK-BAFG-CSL2311094496,8,[M+H]+,311.2006,POSITIVE,140.0,IMSSROKUHAOUJS,0,311.200556538812,True
MSBNK-BAFG-CSL2311109925,17,[M+H]+,156.0768,POSITIVE,90.0,LNTJJKHTAZFVJJ,0,156.07675299481198,True
MSBNK-BAFG-CSL23111013229,4,[M-H]-,347.0398,NEGATIVE,70.0,GRSZFWQUAKGDAV,0,349.05437647281207,True
MSBNK-BAFG-CSL23111013243,4,[M-H]-,296.0823,NEGATIVE,80.0,WUUGFSXJNOTRMR,0,298.096836806812,True
MSBNK-BAFG-CSL23111016288,1,[M-H]-,347.1612,NEGATIVE,40.0,LZFZMUMEGBBDTC,0,349.175798334812,True
MSBNK-BAFG-CSL23111014580,7,[M+H]+,184.0192,POSITIVE,50.0,YASYVMFAVPKPKE,0,184.019177276812,True
MSBNK-BAFG-CSL23111010384,4,[M+H]+,377.1959,POSITIVE,40.0,NISVZEWKUNUGQQ,0,377.1958650828119,True
MSBNK-BAFG-CSL23111013883,3,[M-H]-,326.9743,NEGATIVE,20.0,TXGIGTRUEITPSC,0,328.98884546681205,True
MSBNK-BAFG-CSL23111011359,6,[M-H]-,294.0094,NEGATIVE,30.0,SBDNJUWAMKYJOX,0,296.02396041881207,True
MSBNK-BAFG-CSL23111011035,1,[M-H]-,150.0019,NEGATIVE,20.0,YEDUAINPPJYDJZ,0,152.016461246812,True
MSBNK-BAFG-CSL23111013298,3,[M+H]+,169.0356,POSITIVE,10.0,LEHOTFFKMJEONL,0,169.035616454812,True
MSBNK-BAFG-CSL23111017846,9,[M+H]+,251.1642,POSITIVE,60.0,HEMJJKBWTPKOJG,0,251.164171030812,True
MSBNK-BAFG-CSL23111010095,3,[M+H]+,338.0264,POSITIVE,130.0,LZNWYQJJBLGYLT,0,338.0263742988121,True
MSBNK-BAFG-CSL23111012921,3,[M-H]-,353.0368,NEGATIVE,100.0,MTZBBNMLMNBNJL,0,355.051382106812,True
MSBNK-BAFG-CSL23111010689,1,[M-H]-,538.7498,NEGATIVE,150.0,VEORPZCZECFIRK,0,540.7643544908119,True
MSBNK-BAFG-CSL23111017904,6,[M+H]+,174.0541,POSITIVE,40.0,IVENSCMCQBJAKW,0,174.05409940281197,True
MSBNK-BAFG-CSL23111010941,7,[M-H]-,210.0408,NEGATIVE,30.0,FBHJNBWUGONVNS,0,212.055348854812,True
MSBNK-BAFG-CSL23111011020,6,[M-H]-,269.0811,NEGATIVE,40.0,CFRPSFYHXJZSBI,0,271.09562986681203,True
MSBNK-BAFG-CSL25011727830,1,[M-H]-,293.1792,NEGATIVE,10.0,URLJMZWTXZTZRR,0,295.193756906812,False
MSBNK-BAFG-CSL23111014529,6,[M-H]-,182.0046,NEGATIVE,50.0,YASYVMFAVPKPKE,0,184.019177276812,True
MSBNK-BAFG-CSL23111014866,14,[M+H]+,198.1277,POSITIVE,90.0,BWLUMTFWVZZZND,0,198.127725946812,True
MSBNK-BAFG-CSL23111012345,3,[M]+,397.1716,POSITIVE,70.0,QCMHSYZNHGLMAU,1,398.178854968902,True
MSBNK-BAFG-CSL231109879,1,[M]+,326.3781,POSITIVE,20.0,JGFDZZLUDWMUQH,1,327.385403422902,True
MSBNK-BAFG-CSL231109455,4,[M]+,276.2686,POSITIVE,30.0,UARILQSOMYIQCM,1,277.275852974902,True
MSBNK-BAFG-CSL231109556,5,[M]+,284.3312,POSITIVE,60.0,RLGQACBPNDBWTB,1,285.338453230902,True
MSBNK-BAFG-CSL231109604,2,[M]+,136.1121,POSITIVE,10.0,REACWASHYHDPSQ,1,137.11935233490198,True
MSBNK-BAFG-CSL2311094731,10,[M+H]+,292.206,POSITIVE,90.0,DOMXUEMWDBAQBQ,0,292.205976266812,True
MSBNK-BAFG-CSL2311109557,8,[M+H]+,214.0629,POSITIVE,30.0,CWJSHJJYOPWUGX,0,214.062932770812,True
MSBNK-BAFG-CSL2311091234,5,[M-H]-,360.1008,NEGATIVE,60.0,IIBYAHWJQTYFKB,0,362.1153622668119,True
MSBNK-BAFG-CSL2311092427,1,[M-H]-,216.9941,NEGATIVE,150.0,IDQHRQQSSQDLTR,0,219.008644702812,True
MSBNK-BAFG-CSL2311092596,4,[M-H]-,451.2602,NEGATIVE,120.0,FAEKWTJYAYMJKF,0,453.274784098812,True
MSBNK-BAFG-CSL2311109853,8,[M+H]+,147.0917,POSITIVE,40.0,BKCCAYLNRIRKDJ,0,147.09167478681198,True
MSBNK-BAFG-CSL2311094072,7,[M+H]+,253.0972,POSITIVE,120.0,CXOFVDLJLONNDW,0,253.097154090812,True
MSBNK-BAFG-CSL2311108210,11,[M+H]+,221.1107,POSITIVE,20.0,NVEPPWDVLBMNMB,0,221.110695978812,True
MSBNK-BAFG-CSL2311093833,3,[M+H]+,256.104,POSITIVE,40.0,IRSCQMHQWWYFCW,0,256.104030362812,True
MSBNK-BAFG-CSL2311093262,2,[M+H]+,233.0896,POSITIVE,10.0,RZILCCPWPBTYDO,0,233.089624098812,True
MSBNK-BAFG-CSL2311107961,9,[M+H]+,216.101,POSITIVE,150.0,MXWJVTOOROXGIU,0,216.10104959481197,True
MSBNK-BAFG-CSL2311092561,2,[M-H]-,183.0047,NEGATIVE,120.0,UFBJCMHMOXMLKC,0,185.019297694812,True
MSBNK-BAFG-CSL2311094007,10,[M+H]+,230.1167,POSITIVE,120.0,FZXISNSWEXTPMF,0,230.11669965881197,True
MSBNK-BAFG-CSL2311107453,3,[M+H]+,202.0854,POSITIVE,150.0,ODCWYMIRDDJXKW,0,202.08539953081197,True
MSBNK-BAFG-CSL2311095117,5,[M+H]+,301.1329,POSITIVE,10.0,WZLBVRXZNDXPPW,0,301.132887966812,True
MSBNK-BAFG-CSL2311096203,7,[M+H]+,203.062,POSITIVE,120.0,ASUOLLHGALPRFK,0,203.06202806881197,True
MSBNK-BAFG-CSL2311092266,1,[M-H]-,498.7194,NEGATIVE,60.0,ZMZGFLUUZLELNE,0,500.733999802812,True
MSBNK-BAFG-CSL2311091592,3,[M-H]-,213.0324,NEGATIVE,90.0,WNTGYJSOUMFZEP,0,215.046948358812,True
MSBNK-BAFG-CSL2311108225,7,[M+H]+,168.1024,POSITIVE,40.0,SONNWYBIRXJNDC,0,168.10190512281198,True
MSBNK-BAFG-CSL2311094167,8,[M+H]+,228.1277,POSITIVE,70.0,RQVYBGPQFYCBGX,0,228.12774301081197,True
MSBNK-BAFG-CSL2311091500,4,[M-H]-,329.0004,NEGATIVE,30.0,ZZUFCTLCJUWOSV,0,331.01499659881205,True
MSBNK-BAFG-CSL2311107361,16,[M+H]+,189.1022,POSITIVE,20.0,VEQOALNAAJBPNY,0,189.102239470812,True
MSBNK-BAFG-CSL2311095615,5,[M+H]+,777.8614,POSITIVE,80.0,XQZXYNRDCRIARQ,0,777.8613851308119,True
MSBNK-BAFG-CSL2311096256,6,[M+H]+,250.016,POSITIVE,10.0,PGOOBECODWQEAB,0,250.015999642812,True
MSBNK-BAFG-CSL2311092422,1,[M-H]-,216.9941,NEGATIVE,100.0,IDQHRQQSSQDLTR,0,219.008644702812,True
MSBNK-BAFG-CSL2311094223,7,[M+H]+,262.0292,POSITIVE,40.0,GQHACZWRCOKKIZ,0,262.029231422812,True
MSBNK-BAFG-CSL2311091007,4,[M-H]-,231.0218,NEGATIVE,40.0,OMWSZDODENFLSV,0,233.036383674812,True
MSBNK-BAFG-CSL2311107158,2,[M+H]+,164.107,POSITIVE,120.0,FPINATACRXASTP,0,164.10699050281198,True
MSBNK-BAFG-CSL2311092968,5,[M-H]-,358.142,NEGATIVE,40.0,GAGWJHPBXLXJQN,0,360.15654011081193,True
MSBNK-BAFG-CSL2311095816,11,[M+H]+,214.1121,POSITIVE,30.0,MWWBDLRPMWTLRX,0,214.11209294681197,True
MSBNK-BAFG-CSL2311106442,10,[M+H]+,488.0822,POSITIVE,80.0,AOWQKFDVSZMKPA,0,488.082170746812,True
MSBNK-BAFG-CSL23111017714,3,[M-H]-,197.0204,NEGATIVE,80.0,ZXVONLUNISGICL,0,199.034947758812,True
MSBNK-BAFG-CSL23111027746,8,[M+H]+,242.2842,POSITIVE,150.0,SAIKULLUBZKPDA,0,242.284226586812,True
MSBNK-BAFG-CSL23111011374,3,[M-H]-,179.0574,NEGATIVE,20.0,ZFXYFBGIUFBOJW,0,181.072001962812,True
MSBNK-BAFG-CSL23111015473,2,[M-H]-,270.0805,NEGATIVE,20.0,HOYCASTVMCEOTP,0,272.09510549081205,True
MSBNK-BAFG-CSL23111011137,1,[M-H]-,226.0276,NEGATIVE,80.0,ZCGLNFAUVVHTQO,0,228.042197326812,True
MSBNK-BAFG-CSL23111013727,1,[M-H]-,251.0786,NEGATIVE,10.0,VGONTNSXDCQUGY,0,253.093131330812,True
MSBNK-BAFG-CSL23111016272,9,[M+Na]+,213.0668,POSITIVE,140.0,QGLZXHRNAYXIBU,0,191.084875154812,True
MSBNK-BAFG-CSL23111012360,1,[M]+,153.1386,POSITIVE,10.0,XUAXVBUVQVRIIQ,1,154.14590143090197,True
MSBNK-BAFG-CSL23111017921,3,[M+H]+,214.0298,POSITIVE,130.0,PZXOQEXFMJCDPG,0,214.029741960812,True
MSBNK-BAFG-CSL23111013474,2,[M+HCOO]-,243.9462,NEGATIVE,80.0,LVDKZNITIUWNER,0,199.955296238812,True
MSBNK-BAFG-CSL23111010996,2,[M-H]-,150.0561,NEGATIVE,60.0,PJFNNMFXEVADGK,0,152.070604994812,True
MSBNK-BAFG-CSL23111017723,15,[M+H]+,263.0171,POSITIVE,30.0,PZIRJMYRYORVIT,0,263.01712867681204,True
MSBNK-BAFG-CSL23111011379,15,[M-H]-,179.0574,NEGATIVE,70.0,ZFXYFBGIUFBOJW,0,181.072001962812,True
MSBNK-BAFG-CSL23111012822,18,[M+H]+,226.1438,POSITIVE,40.0,XWTYSIMOBUGWOL,0,226.143769934812,True
MSBNK-BAFG-CSL2311108763,16,[M+H]+,217.0859,POSITIVE,70.0,XWJUDDGELKXYNO,0,217.085920710812,True
MSBNK-BAFG-CSL25011734070,10,[M-H]-,352.0573,NEGATIVE,150.0,ILLQTAPXYCRJRB,0,354.071845182812,False
MSBNK-BAFG-CSL23111027573,19,[M+H]+,241.0496,POSITIVE,30.0,GUEIZVNYDFNHJU,0,241.049535202812,True
MSBNK-BAFG-CSL2311106663,23,[M+H]+,231.1016,POSITIVE,100.0,CMWTZPSULFXXJA,0,231.101570774812,True
MSBNK-BAFG-CSL2311108760,18,[M+H]+,217.0859,POSITIVE,50.0,XWJUDDGELKXYNO,0,217.085920710812,True
MSBNK-BAFG-CSL23111013873,14,[M-H]-,511.9618,NEGATIVE,50.0,SRMWNTGHXHOWBT,0,513.976405574812,True
MSBNK-BAFG-CSL2311094902,19,[M+H]+,297.0556,POSITIVE,90.0,PZBPKYOVPCNPJY,0,297.055594894812,True
MSBNK-BAFG-CSL23111017442,19,[M+H]+,200.1182,POSITIVE,150.0,ZLIBICFPKPWGIZ,0,200.118223882812,True
MSBNK-BAFG-CSL2311108330,16,[M+H]+,335.135,POSITIVE,150.0,NWIBSHFKIJFRCO,0,335.13499614281204,True
MSBNK-BAFG-CSL2311108491,22,[M+H]+,250.0645,POSITIVE,40.0,GECHUMIMRBOMGK,0,250.064474058812,True
MSBNK-BAFG-CSL2311094352,20,[M+H]+,275.0914,POSITIVE,80.0,SODJJEXAWOSSON,0,275.091400014812,True
MSBNK-BAFG-CSL23111012294,15,[M]+,411.1872,POSITIVE,60.0,DHCHUVTYDKANGV,1,412.194505032902,True
MSBNK-BAFG-CSL2311096301,22,[M+H]+,366.1118,POSITIVE,40.0,LSQZJLSUYDQPKJ,0,366.111818174812,True
MSBNK-BAFG-CSL23111027036,30,[M+H]+,206.1387,POSITIVE,40.0,SNPLKNRPJHDVJA,0,206.138684554812,True
MSBNK-BAFG-CSL23111016351,29,[M+H]+,154.0499,POSITIVE,80.0,KBOPZPXVLCULAV,0,154.049869550812,True
MSBNK-BAFG-CSL2311109607,24,[M+H]+,355.1864,POSITIVE,40.0,XCEPDLGXLQKFCO,0,355.18636301881196,True
MSBNK-BAFG-CSL2311107880,23,[M+H]+,515.2442,POSITIVE,70.0,RMMXLENWKUUMAY,0,515.2441526668119,True
MSBNK-BAFG-CSL2311095382,33,[M+H]+,278.2115,POSITIVE,50.0,PNVNVHUZROJLTJ,0,278.211455570812,True
MSBNK-BAFG-CSL2311093643,25,[M+H]+,450.1359,POSITIVE,110.0,YGFMQPHTQKCJPI,0,450.1359205708121,True
MSBNK-BAFG-CSL2311095550,29,[M+H]+,376.0558,POSITIVE,40.0,MFSWTRQUCLNFOM,0,376.0557967028121,True
MSBNK-BAFG-CSL25011734553,25,[M+H]+,459.0315,POSITIVE,50.0,TVWOWDDBXAFQDG,0,459.0315192548119,False
MSBNK-BAFG-CSL23111010329,32,[M+H]+,310.2013,POSITIVE,130.0,VWPOSFSPZNDTMJ,0,310.201284810812,True
MSBNK-BAFG-CSL23111015577,24,[M]+,377.1665,POSITIVE,140.0,UGDNEIBQZNPTEF,1,378.173769588902,True
MSBNK-BAFG-CSL2311094121,23,[M+H]+,544.1813,POSITIVE,140.0,AOJJSUZBOXZQNB,0,544.1813372148118,True
MSBNK-BAFG-CSL2311108120,31,[M+H]+,366.1172,POSITIVE,120.0,KPLFPLUCFPRUHU,0,366.117235814812,True
MSBNK-BAFG-CSL2311093240,30,[M+H]+,530.1911,POSITIVE,80.0,HHZIURLSWUIHRB,0,530.191069450812,True
MSBNK-BAFG-CSL2311094318,31,[M+H]+,341.166,POSITIVE,40.0,DIOGFDCEWUUSBQ,0,341.16598259881204,True
MSBNK-BAFG-CSL23111018659,35,[M+H]+,282.0873,POSITIVE,50.0,KJONHKAYOJNZEC,0,282.08731767881204,True
MSBNK-BAFG-CSL2311107583,39,[M+H]+,330.137,POSITIVE,90.0,CIGKZVUEZXGYSV,0,330.13697030281196,True
MSBNK-BAFG-CSL23111017957,37,[M+H]+,306.1448,POSITIVE,140.0,NUPJIGQFXCQJBK,0,306.144832554812,True
